sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
16,54,16,2.0322208981195407,2.159234704252012,0.12701380613247126,1784348294.295861,1784348295.723062,1784348295.0094614,1.70274971,"[dac] CH_A set to +2.159 V (code=39843)
"
17,54,17,2.159234704252012,2.286248510384483,0.12701380613247126,1784348295.723308,1784348297.146743,1784348296.4350257,1.72017772,"[dac] CH_A set to +2.286 V (code=40259)
"
18,54,18,2.286248510384483,2.4132623165169544,0.12701380613247126,1784348297.146988,1784348298.5811222,1784348297.8640552,1.69202479,"[dac] CH_A set to +2.413 V (code=40675)
"
19,54,19,2.4132623165169544,2.5402761226494257,0.12701380613247126,1784348298.581328,1784348300.024958,1784348299.303143,1.69872787,"[dac] CH_A set to +2.540 V (code=41091)
"
20,54,20,2.5402761226494257,2.667289928781897,0.12701380613247126,1784348300.025168,1784348301.471746,1784348300.748457,1.68129986,"[dac] CH_A set to +2.667 V (code=41508)
"
21,54,21,2.667289928781897,2.7943037349143682,0.12701380613247126,1784348301.4720771,1784348302.908046,1784348302.1900616,1.66521247,"[dac] CH_A set to +2.794 V (code=41924)
"
22,54,22,2.7943037349143682,2.9213175410468395,0.12701380613247126,1784348302.908245,1784348304.346766,1784348303.6275055,1.64510323,"[dac] CH_A set to +2.921 V (code=42340)
"
23,54,23,2.9213175410468395,3.048331347179311,0.1270138061324717,1784348304.347048,1784348305.7854168,1784348305.0662324,1.58879737,"[dac] CH_A set to +3.048 V (code=42756)
"
24,54,24,3.048331347179311,3.1753451533117825,0.12701380613247126,1784348305.785669,1784348307.222869,1784348306.5042691,1.57136936,"[dac] CH_A set to +3.175 V (code=43172)
"
25,54,25,3.1753451533117825,3.3023589594442537,0.12701380613247126,1784348307.223098,1784348308.646774,1784348307.934936,1.50970103,"[dac] CH_A set to +3.302 V (code=43589)
"
26,54,26,3.3023589594442537,3.429372765576725,0.12701380613247126,1784348308.646956,1784348310.090485,1784348309.3687205,1.4560764,"[dac] CH_A set to +3.429 V (code=44005)
"
27,54,27,3.429372765576725,3.5563865717091963,0.12701380613247126,1784348310.09073,1784348311.525011,1784348310.8078704,1.40915484,"[dac] CH_A set to +3.556 V (code=44421)
"
