window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
353,176,1,3,20,14,gen,-1.7963059525358505,1784289758.980599,1784289760.025845,1784289759.503222,0.356471,0.299235,0.510659,0.001843,-0.004153,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4282986,4179667,0,0,0,0,1
354,177,0,3,20,14,gen,-1.7963059525358505,1784289764.685964,1784289765.7241778,1784289765.205071,0.355838,0.299186,0.510486,0.001901,-0.004215,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4276973,4167387,0,0,0,0,1
355,177,1,3,20,14,gen,-1.7963059525358505,1784289765.724502,1784289766.759231,1784289766.2418666,0.355601,0.299108,0.510378,0.001861,-0.004207,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4290862,4168573,0,0,0,0,1
356,178,0,3,20,14,gen,-1.7963059525358505,1784289771.414287,1784289772.451081,1784289771.932684,0.354196,0.298389,0.509194,0.001891,-0.00415,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4262407,4179243,0,0,0,0,1
357,178,1,3,20,14,gen,-1.7963059525358505,1784289772.451314,1784289773.4962418,1784289772.9737778,0.354269,0.298552,0.509395,0.001862,-0.004238,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4262152,4165863,0,0,0,0,1
358,179,0,3,20,14,gen,-1.7963059525358505,1784289778.126664,1784289779.148298,1784289778.637481,0.35371,0.298521,0.509431,0.001919,-0.004202,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4273839,4182292,0,0,0,0,1
359,179,1,3,20,14,gen,-1.7963059525358505,1784289779.152541,1784289780.1876988,1784289779.6701198,0.353339,0.298262,0.508968,0.001864,-0.004174,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4277820,4172638,0,0,0,0,1
360,180,0,3,20,15,acq,-1.7963059525358505,1784289791.4530509,1784289792.4903538,1784289791.9717023,0.351594,0.297799,0.508176,0.001908,-0.004194,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4258172,4159681,0,0,0,0,1
361,180,1,3,20,15,acq,-1.7963059525358505,1784289792.490892,1784289793.520688,1784289793.00579,0.351494,0.297797,0.508188,0.001897,-0.004235,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4250635,4151974,0,0,0,0,1
362,181,0,3,20,15,acq,-1.7963059525358505,1784289799.263233,1784289800.306946,1784289799.7850895,0.350582,0.297552,0.507817,0.001869,-0.004239,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4272484,4161628,0,0,0,0,1
363,181,1,3,20,15,acq,-1.7963059525358505,1784289800.308459,1784289801.33973,1784289800.8240945,0.350039,0.297198,0.50708,0.001914,-0.004258,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4268250,4152821,0,0,0,0,1
364,182,0,3,20,15,acq,-1.7963059525358505,1784289807.0905569,1784289808.124912,1784289807.6077344,0.349122,0.296844,0.50665,0.00191,-0.004191,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4255801,4151551,0,0,0,0,1
365,182,1,3,20,15,acq,-1.7963059525358505,1784289808.1262321,1784289809.154529,1784289808.6403806,0.348957,0.296807,0.506547,0.001946,-0.004193,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4241404,4149518,0,0,0,0,1
366,183,0,3,20,15,acq,-1.7963059525358505,1784289814.9079459,1784289815.9361112,1784289815.4220285,0.348077,0.296604,0.506252,0.001934,-0.00423,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4306529,4124874,0,0,0,0,1
367,183,1,3,20,15,acq,-1.7963059525358505,1784289815.936352,1784289816.9678872,1784289816.4521196,0.347947,0.296479,0.50608,0.001926,-0.004202,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4263084,4149433,0,0,0,0,1
368,184,0,3,20,15,acq,-1.7963059525358505,1784289822.767263,1784289823.802819,1784289823.2850409,0.347515,0.296625,0.506306,0.001894,-0.004236,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4251312,4134613,0,0,0,0,1
369,184,1,3,20,15,acq,-1.7963059525358505,1784289823.803078,1784289824.832466,1784289824.317772,0.347168,0.296409,0.505876,0.001928,-0.004283,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4241912,4139102,0,0,0,0,1
370,185,0,3,20,15,acq,-1.7963059525358505,1784289830.61584,1784289831.646801,1784289831.1313205,0.346037,0.295862,0.505191,0.001895,-0.00422,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4221926,4137577,0,0,0,0,1
371,185,1,3,20,15,acq,-1.7963059525358505,1784289831.647707,1784289832.6808782,1784289832.1642926,0.346067,0.296026,0.505197,0.001879,-0.004217,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4265625,4159257,0,0,0,0,1
372,186,0,3,20,15,acq,-1.7963059525358505,1784289838.467202,1784289839.5054662,1784289838.986334,0.345155,0.295779,0.504791,0.001926,-0.004261,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4239202,4145368,0,0,0,0,1
373,186,1,3,20,15,acq,-1.7963059525358505,1784289839.505653,1784289840.552871,1784289840.029262,0.345241,0.295843,0.504955,0.001964,-0.0043,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4261814,4148417,0,0,0,0,1
374,187,0,3,20,15,acq,-1.7963059525358505,1784289846.344531,1784289847.391978,1784289846.8682547,0.344281,0.29543,0.504387,0.001912,-0.004262,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4217353,4115135,0,0,0,0,1
375,187,1,3,20,15,acq,-1.7963059525358505,1784289847.392585,1784289848.426751,1784289847.909668,0.344182,0.295435,0.504372,0.00191,-0.004267,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4254700,4129447,0,0,0,0,1
376,188,0,3,20,15,acq,-1.7963059525358505,1784289854.222487,1784289855.265931,1784289854.7442088,0.343441,0.29521,0.503931,0.001914,-0.004284,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4220402,4134444,0,0,0,0,1
377,188,1,3,20,15,acq,-1.7963059525358505,1784289855.266138,1784289856.302409,1784289855.7842736,0.342964,0.295015,0.503572,0.001898,-0.004275,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4258934,4123434,0,0,0,0,1
378,189,0,3,20,15,acq,-1.7963059525358505,1784289862.0594308,1784289863.093384,1784289862.5764074,0.34255,0.294977,0.503534,0.001992,-0.00431,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4219131,4126144,0,0,0,0,1
379,189,1,3,20,15,acq,-1.7963059525358505,1784289863.094485,1784289864.130534,1784289863.6125095,0.342358,0.294838,0.503423,0.001932,-0.004281,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4233697,4102093,0,0,0,0,1
380,190,0,3,20,15,acq,-1.7963059525358505,1784289869.895586,1784289870.926997,1784289870.4112916,0.341546,0.294537,0.502892,0.001975,-0.004316,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4201093,4115389,0,0,0,0,1
381,190,1,3,20,15,acq,-1.7963059525358505,1784289870.927212,1784289871.973713,1784289871.4504623,0.341159,0.294329,0.50236,0.001952,-0.004335,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4226668,4128685,0,0,0,0,1
382,191,0,3,20,15,acq,-1.7963059525358505,1784289877.748283,1784289878.792208,1784289878.2702456,0.340714,0.294341,0.502475,0.001963,-0.004264,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4213711,4114881,0,0,0,0,1
383,191,1,3,20,15,acq,-1.7963059525358505,1784289878.7924259,1784289879.824554,1784289879.3084898,0.340529,0.294261,0.502234,0.001931,-0.004306,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4217522,4119200,0,0,0,0,1
384,192,0,4,80,16,none,6.036902619530071,1784289975.2430139,1784289976.2897558,1784289975.7663848,0.159481,-0.215254,-0.365229,0.004536,-0.007238,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3084657,3047988,0,0,0,0,1
385,192,1,4,80,16,none,6.036902619530071,1784289976.290872,1784289977.328981,1784289976.8099265,0.158468,-0.214653,-0.364379,0.004611,-0.007228,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3095074,3041890,0,0,0,0,1
386,193,0,4,80,16,none,6.036902619530071,1784289979.785811,1784289980.818144,1784289980.3019776,0.154931,-0.212447,-0.360733,0.004545,-0.007228,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3059336,3009201,0,0,0,0,1
387,193,1,4,80,16,none,6.036902619530071,1784289980.818364,1784289981.8557801,1784289981.337072,0.153918,-0.211949,-0.359707,0.004557,-0.007254,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3096768,3019702,0,0,0,0,1
388,194,0,4,80,16,none,6.036902619530071,1784289984.3043342,1784289985.343277,1784289984.8238056,0.150884,-0.210074,-0.35666,0.004583,-0.007245,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3053408,2953900,0,0,0,0,1
389,194,1,4,80,16,none,6.036902619530071,1784289985.344009,1784289986.37328,1784289985.8586445,0.149998,-0.209501,-0.355723,0.004573,-0.007219,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3048157,2956356,0,0,0,0,1
390,195,0,4,80,16,none,6.036902619530071,1784289988.839707,1784289989.8743548,1784289989.3570309,0.147027,-0.207556,-0.352425,0.00456,-0.007283,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3027917,2931712,0,0,0,0,1
391,195,1,4,80,16,none,6.036902619530071,1784289989.8745742,1784289990.913423,1784289990.3939986,0.146152,-0.206951,-0.351435,0.004569,-0.007232,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2992433,2916722,0,0,0,0,1
392,196,0,4,80,16,none,6.036902619530071,1784289993.370788,1784289994.4059992,1784289993.8883936,0.143615,-0.205347,-0.348873,0.004537,-0.007245,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2993703,2889707,0,0,0,0,1
393,196,1,4,80,16,none,6.036902619530071,1784289994.4078798,1784289995.440904,1784289994.9243917,0.142883,-0.204817,-0.347983,0.004563,-0.007254,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2966349,2895974,0,0,0,0,1
394,197,0,4,80,16,none,6.036902619530071,1784289997.921726,1784289998.962778,1784289998.4422522,0.140354,-0.203315,-0.345449,0.004578,-0.007257,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2961776,2866079,0,0,0,0,1
395,197,1,4,80,16,none,6.036902619530071,1784289998.96301,1784289999.997563,1784289999.4802866,0.139574,-0.202649,-0.344378,0.004558,-0.007276,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2951444,2848803,0,0,0,0,1
396,198,0,4,80,16,none,6.036902619530071,1784290002.453332,1784290003.490098,1784290002.971715,0.137362,-0.201292,-0.341992,0.004566,-0.007252,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2938402,2844907,0,0,0,0,1
397,198,1,4,80,16,none,6.036902619530071,1784290003.49072,1784290004.52532,1784290004.00802,0.136667,-0.200811,-0.341212,0.004561,-0.007279,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2924683,2843722,0,0,0,0,1
398,199,0,4,80,16,none,6.036902619530071,1784290006.955969,1784290008.0000021,1784290007.4779856,0.134515,-0.199378,-0.338824,0.004566,-0.007278,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2910879,2813742,0,0,0,0,1
399,199,1,4,80,16,none,6.036902619530071,1784290008.0003011,1784290009.036714,1784290008.5185075,0.133853,-0.198891,-0.337992,0.004581,-0.007251,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2910540,2815182,0,0,0,0,1
400,200,0,4,80,16,none,6.036902619530071,1784290011.4586408,1784290012.473842,1784290011.9662414,0.131823,-0.197619,-0.33568,0.004538,-0.007305,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2902495,2782408,0,0,0,0,1
401,200,1,4,80,16,none,6.036902619530071,1784290012.4743302,1784290013.4897642,1784290012.982047,0.131232,-0.197158,-0.335063,0.004561,-0.007301,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2888267,2780121,0,0,0,0,1
402,201,0,4,80,16,none,6.036902619530071,1784290015.887768,1784290016.897007,1784290016.3923874,0.12929,-0.195805,-0.332795,0.004582,-0.007283,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2854900,2751158,0,0,0,0,1
403,201,1,4,80,16,none,6.036902619530071,1784290016.897233,1784290017.916013,1784290017.406623,0.128807,-0.195554,-0.33238,0.00458,-0.007298,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2863115,2754376,0,0,0,0,1
404,202,0,4,80,16,none,6.036902619530071,1784290020.330251,1784290021.351841,1784290020.8410459,0.127021,-0.194347,-0.330323,0.004542,-0.007294,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2857864,2745145,0,0,0,0,1
405,202,1,4,80,16,none,6.036902619530071,1784290021.352052,1784290022.364235,1784290021.8581433,0.126433,-0.193899,-0.329489,0.004549,-0.007278,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2823397,2746246,0,0,0,0,1
406,203,0,4,80,16,none,6.036902619530071,1784290024.7821178,1784290025.7971368,1784290025.2896273,0.12467,-0.192654,-0.327358,0.004582,-0.00728,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2841012,2721602,0,0,0,0,1
407,203,1,4,80,16,none,6.036902619530071,1784290025.7973602,1784290026.812259,1784290026.3048096,0.124097,-0.192249,-0.326645,0.004527,-0.007311,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2840673,2719231,0,0,0,0,1
408,204,0,4,80,17,gen,6.036902619530071,1784290036.805583,1784290037.8302631,1784290037.317923,0.118928,-0.188511,-0.320485,0.004548,-0.007318,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2755816,2667910,0,0,0,0,1
409,204,1,4,80,17,gen,6.036902619530071,1784290037.830492,1784290038.856055,1784290038.3432736,0.118429,-0.188151,-0.319784,0.004531,-0.007293,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2749126,2650803,0,0,0,0,1
410,205,0,4,80,17,gen,6.036902619530071,1784290043.4305332,1784290044.4490602,1784290043.9397967,0.116044,-0.186384,-0.316886,0.004576,-0.0073,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2717283,2638524,0,0,0,0,1
411,205,1,4,80,17,gen,6.036902619530071,1784290044.449266,1784290045.470631,1784290044.9599485,0.115623,-0.186098,-0.316408,0.004556,-0.007307,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2750396,2634459,0,0,0,0,1
412,206,0,4,80,17,gen,6.036902619530071,1784290050.0442739,1784290051.071257,1784290050.5577655,0.113315,-0.184379,-0.313553,0.004564,-0.007317,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2711694,2599906,0,0,0,0,1
413,206,1,4,80,17,gen,6.036902619530071,1784290051.0714712,1784290052.097934,1784290051.5847025,0.112849,-0.184038,-0.312964,0.004539,-0.007298,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2695095,2604141,0,0,0,0,1
414,207,0,4,80,17,gen,6.036902619530071,1784290056.656773,1784290057.6829271,1784290057.16985,0.110662,-0.182382,-0.310118,0.00455,-0.007315,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2667826,2595164,0,0,0,0,1
415,207,1,4,80,17,gen,6.036902619530071,1784290057.683152,1784290058.7021198,1784290058.192636,0.110281,-0.182115,-0.309685,0.004573,-0.007331,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2687473,2579666,0,0,0,0,1
416,208,0,4,80,17,gen,6.036902619530071,1784290063.263805,1784290064.280067,1784290063.771936,0.108145,-0.180393,-0.30685,0.004495,-0.007325,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2661643,2553836,0,0,0,0,1
417,208,1,4,80,17,gen,6.036902619530071,1784290064.280287,1784290065.298501,1784290064.789394,0.10776,-0.180193,-0.306357,0.004527,-0.007341,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2634967,2540625,0,0,0,0,1
418,209,0,4,80,17,gen,6.036902619530071,1784290069.861699,1784290070.87817,1784290070.3699346,0.105729,-0.178564,-0.303699,0.004548,-0.007353,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2608121,2519030,0,0,0,0,1
419,209,1,4,80,17,gen,6.036902619530071,1784290070.8783932,1784290071.899273,1784290071.388833,0.105355,-0.178311,-0.303255,0.004528,-0.007343,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2656647,2510053,0,0,0,0,1
420,210,0,4,80,17,gen,6.036902619530071,1784290076.460984,1784290077.483372,1784290076.972178,0.103381,-0.176667,-0.300441,0.004507,-0.007322,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2622687,2504125,0,0,0,0,1
421,210,1,4,80,17,gen,6.036902619530071,1784290077.483575,1784290078.506979,1784290077.995277,0.103048,-0.176483,-0.300083,0.004535,-0.007307,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2608798,2487611,0,0,0,0,1
422,211,0,4,80,17,gen,6.036902619530071,1784290083.066957,1784290084.090602,1784290083.5787795,0.101125,-0.174853,-0.297412,0.004515,-0.007295,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2560950,2465677,0,0,0,0,1
423,211,1,4,80,17,gen,6.036902619530071,1784290084.091158,1784290085.123826,1784290084.607492,0.100941,-0.174854,-0.297323,0.004525,-0.007334,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2606004,2472706,0,0,0,0,1
424,212,0,4,80,17,gen,6.036902619530071,1784290089.689331,1784290090.715712,1784290090.2025216,0.0992,-0.173427,-0.295003,0.004538,-0.007329,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2540879,2450687,0,0,0,0,1
425,212,1,4,80,17,gen,6.036902619530071,1784290090.716245,1784290091.7406578,1784290091.2284513,0.098838,-0.173089,-0.294464,0.004507,-0.007331,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2560103,2447892,0,0,0,0,1
426,213,0,4,80,17,gen,6.036902619530071,1784290096.3173141,1784290097.340638,1784290096.8289762,0.097073,-0.171569,-0.291872,0.004536,-0.007318,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2512339,2424518,0,0,0,0,1
427,213,1,4,80,17,gen,6.036902619530071,1784290097.340849,1784290098.357093,1784290097.848971,0.096836,-0.171501,-0.291784,0.00451,-0.007358,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2524196,2432818,0,0,0,0,1
428,214,0,4,80,17,gen,6.036902619530071,1784290102.926371,1784290103.960282,1784290103.4433265,0.095215,-0.170144,-0.289448,0.004514,-0.00737,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2499975,2399536,0,0,0,0,1
429,214,1,4,80,17,gen,6.036902619530071,1784290103.9605289,1784290104.982389,1784290104.471459,0.094909,-0.169907,-0.288995,0.004503,-0.007323,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2496503,2397927,0,0,0,0,1
430,215,0,4,80,17,gen,6.036902619530071,1784290109.5492868,1784290110.5677361,1784290110.0585115,0.093309,-0.168522,-0.286734,0.004499,-0.007308,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2477279,2381158,0,0,0,0,1
431,215,1,4,80,17,gen,6.036902619530071,1784290110.568338,1784290111.586785,1784290111.0775614,0.092937,-0.16816,-0.286081,0.004501,-0.007319,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2470588,2371335,0,0,0,0,1
432,216,0,4,80,18,acq,6.036902619530071,1784290122.724154,1784290123.744249,1784290123.2342014,0.089775,-0.165612,-0.281765,0.004527,-0.007318,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2465253,2343388,0,0,0,0,1
433,216,1,4,80,18,acq,6.036902619530071,1784290123.744788,1784290124.7687721,1784290124.2567801,0.089515,-0.165401,-0.281389,0.004486,-0.007376,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2448654,2336528,0,0,0,0,1
434,217,0,4,80,18,acq,6.036902619530071,1784290130.4505548,1784290131.477946,1784290130.9642506,0.087797,-0.163852,-0.278842,0.0045,-0.007329,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2412493,2319591,0,0,0,0,1
435,217,1,4,80,18,acq,6.036902619530071,1784290131.4789262,1784290132.506633,1784290131.9927797,0.087448,-0.163556,-0.278255,0.004496,-0.007347,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2453566,2302992,0,0,0,0,1
436,218,0,4,80,18,acq,6.036902619530071,1784290138.2145731,1784290139.231683,1784290138.723128,0.085779,-0.162031,-0.275688,0.0045,-0.007334,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2396402,2286224,0,0,0,0,1
437,218,1,4,80,18,acq,6.036902619530071,1784290139.23198,1784290140.2571762,1784290139.7445781,0.08555,-0.161852,-0.275454,0.004508,-0.00735,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2414271,2281820,0,0,0,0,1
438,219,0,4,80,18,acq,6.036902619530071,1784290145.9492302,1784290146.968381,1784290146.4588056,0.083952,-0.160435,-0.27303,0.004496,-0.007327,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2380566,2265560,0,0,0,0,1
439,219,1,4,80,18,acq,6.036902619530071,1784290146.968605,1784290147.9976552,1784290147.48313,0.083704,-0.160221,-0.272556,0.00447,-0.007337,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2355922,2266153,0,0,0,0,1
440,220,0,4,80,18,acq,6.036902619530071,1784290153.6946628,1784290154.71745,1784290154.2060564,0.082154,-0.158828,-0.270334,0.004475,-0.007345,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2347961,2245743,0,0,0,0,1
441,220,1,4,80,18,acq,6.036902619530071,1784290154.71798,1784290155.739882,1784290155.228931,0.081973,-0.158718,-0.270073,0.004516,-0.007361,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2339069,2239222,0,0,0,0,1
442,221,0,4,80,18,acq,6.036902619530071,1784290161.434239,1784290162.449313,1784290161.9417758,0.080512,-0.157365,-0.267809,0.004486,-0.007332,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2324757,2234226,0,0,0,0,1
443,221,1,4,80,18,acq,6.036902619530071,1784290162.4495401,1784290163.4719622,1784290162.960751,0.080294,-0.157148,-0.267463,0.004485,-0.007312,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2332632,2227451,0,0,0,0,1
444,222,0,4,80,18,acq,6.036902619530071,1784290169.168253,1784290170.193533,1784290169.680893,0.078816,-0.155716,-0.26512,0.004495,-0.007337,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2295455,2204246,0,0,0,0,1
445,222,1,4,80,18,acq,6.036902619530071,1784290170.193749,1784290171.227103,1784290170.7104259,0.078552,-0.155504,-0.264656,0.004477,-0.007318,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2335004,2194168,0,0,0,0,1
446,223,0,4,80,18,acq,6.036902619530071,1784290176.9249642,1784290177.952311,1784290177.4386377,0.077148,-0.154255,-0.262558,0.004464,-0.007348,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2294523,2176553,0,0,0,0,1
447,223,1,4,80,18,acq,6.036902619530071,1784290177.952551,1784290178.9813278,1784290178.4669394,0.076912,-0.154032,-0.262127,0.004465,-0.007328,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2311461,2177231,0,0,0,0,1
448,224,0,4,80,18,acq,6.036902619530071,1784290184.665369,1784290185.688234,1784290185.1768017,0.075622,-0.152861,-0.260079,0.004456,-0.007323,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2246759,2161903,0,0,0,0,1
449,224,1,4,80,18,acq,6.036902619530071,1784290185.688449,1784290186.7025,1784290186.1954746,0.075389,-0.152596,-0.25979,0.004481,-0.007346,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2264036,2154111,0,0,0,0,1
450,225,0,4,80,18,acq,6.036902619530071,1784290192.415892,1784290193.4351418,1784290192.9255168,0.073995,-0.151228,-0.257481,0.004459,-0.007345,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2256075,2139206,0,0,0,0,1
451,225,1,4,80,18,acq,6.036902619530071,1784290193.4355588,1784290194.460869,1784290193.948214,0.073896,-0.151187,-0.257405,0.004445,-0.00737,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2269625,2138021,0,0,0,0,1
452,226,0,4,80,18,acq,6.036902619530071,1784290200.161518,1784290201.186857,1784290200.6741877,0.072545,-0.149894,-0.255076,0.004474,-0.007348,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2210767,2123708,0,0,0,0,1
453,226,1,4,80,18,acq,6.036902619530071,1784290201.187526,1784290202.207138,1784290201.697332,0.072397,-0.14978,-0.254932,0.004466,-0.007346,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2232701,2116256,0,0,0,0,1
454,227,0,4,80,18,acq,6.036902619530071,1784290207.896308,1784290208.9204109,1784290208.4083595,0.071066,-0.148377,-0.252565,0.004464,-0.00731,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2190273,2092967,0,0,0,0,1
455,227,1,4,80,18,acq,6.036902619530071,1784290208.9206588,1784290209.9442601,1784290209.4324594,0.070875,-0.148228,-0.252325,0.004466,-0.007328,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2209073,2087547,0,0,0,0,1
456,228,0,4,80,19,both,6.036902619530071,1784290223.2489102,1784290224.262452,1784290223.755681,0.068405,-0.145809,-0.248232,0.004434,-0.007345,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2171896,2062141,0,0,0,0,1
457,228,1,4,80,19,both,6.036902619530071,1784290224.2626638,1784290225.2954319,1784290224.779048,0.068173,-0.145479,-0.247734,0.004444,-0.007324,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2176299,2061717,0,0,0,0,1
458,229,0,4,80,19,both,6.036902619530071,1784290233.144963,1784290234.173868,1784290233.6594155,0.066654,-0.143994,-0.245095,0.004455,-0.007319,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2180534,2033008,0,0,0,0,1
459,229,1,4,80,19,both,6.036902619530071,1784290234.174093,1784290235.193145,1784290234.683619,0.066424,-0.143724,-0.244698,0.004415,-0.007321,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2150300,2034617,0,0,0,0,1
460,230,0,4,80,19,both,6.036902619530071,1784290243.02847,1784290244.044541,1784290243.5365055,0.065048,-0.142337,-0.242356,0.004459,-0.007337,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2140138,2010905,0,0,0,0,1
