transition_discard_index,source_repeat_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
10,10,0,40,0,none,0.8147635714861234,1784288238.003575,1784288238.881841,1784288238.442708,1.2,0.194122,0.333259,-0.002338,0.003453,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2798837,2882339,0,0,0,0,1
11,11,0,40,0,none,0.8147635714861234,1784288242.5391018,1784288243.4254348,1784288242.9822683,1.2,0.193697,0.332603,-0.002473,0.003514,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2843806,2870229,0,0,0,0,1
12,12,0,40,1,gen,0.8147635714861234,1784288254.825967,1784288255.707068,1784288255.2665176,1.2,0.193231,0.331756,-0.002403,0.00357,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2833305,2897837,0,0,0,0,1
13,13,0,40,1,gen,0.8147635714861234,1784288261.561582,1784288262.444184,1784288262.002883,1.2,0.192764,0.331178,-0.00248,0.003572,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2769027,2813658,0,0,0,0,1
14,14,0,40,1,gen,0.8147635714861234,1784288268.2926679,1784288269.17619,1784288268.734429,1.2,0.192419,0.330549,-0.002422,0.003507,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2722788,2882763,0,0,0,0,1
15,15,0,40,1,gen,0.8147635714861234,1784288275.038143,1784288275.91387,1784288275.4760065,1.2,0.192077,0.329997,-0.00253,0.003601,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2797652,2822634,0,0,0,0,1
16,16,0,40,1,gen,0.8147635714861234,1784288281.7701418,1784288282.650114,1784288282.2101278,1.2,0.191717,0.329332,-0.002386,0.003568,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2760728,2861167,0,0,0,0,1
17,17,0,40,1,gen,0.8147635714861234,1784288288.512086,1784288289.392875,1784288288.9524803,1.2,0.191369,0.328918,-0.002416,0.003517,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2800954,2916045,0,0,0,0,1
18,18,0,40,1,gen,0.8147635714861234,1784288295.2568672,1784288296.133065,1784288295.694966,1.2,0.191224,0.328756,-0.002455,0.003566,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2753529,2846940,0,0,0,0,1
19,19,0,40,1,gen,0.8147635714861234,1784288302.0038369,1784288302.888315,1784288302.446076,1.2,0.191057,0.328401,-0.002459,0.003609,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2832035,2801378,0,0,0,0,1
20,20,0,40,1,gen,0.8147635714861234,1784288308.735507,1784288309.618104,1784288309.1768055,1.2,0.190782,0.327887,-0.002493,0.003566,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2801971,2829494,0,0,0,0,1
21,21,0,40,1,gen,0.8147635714861234,1784288315.468728,1784288316.349607,1784288315.9091675,1.2,0.190599,0.32761,-0.002403,0.003587,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2768434,2807899,0,0,0,0,1
22,22,0,40,1,gen,0.8147635714861234,1784288322.187113,1784288323.071003,1784288322.629058,1.2,0.190344,0.327267,-0.002463,0.003595,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2722449,2804511,0,0,0,0,1
23,23,0,40,1,gen,0.8147635714861234,1784288328.902577,1784288329.787842,1784288329.3452096,1.2,0.190115,0.326763,-0.002429,0.003605,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2898430,2731934,0,0,0,0,1
24,24,0,40,2,acq,0.8147635714861234,1784288342.369389,1784288343.258126,1784288342.8137574,1.2,0.189648,0.326031,-0.002559,0.003548,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2740149,2853715,0,0,0,0,1
25,25,0,40,2,acq,0.8147635714861234,1784288350.265226,1784288351.149643,1784288350.7074344,1.2,0.189251,0.325424,-0.002438,0.003592,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2757256,2834745,0,0,0,0,1
26,26,0,40,2,acq,0.8147635714861234,1784288358.133591,1784288359.022048,1784288358.5778193,1.2,0.189063,0.325245,-0.002468,0.003553,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2791723,2791385,0,0,0,0,1
27,27,0,40,2,acq,0.8147635714861234,1784288366.016267,1784288366.8953652,1784288366.4558163,1.2,0.189164,0.325231,-0.002493,0.003594,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2775548,2772669,0,0,0,0,1
28,28,0,40,2,acq,0.8147635714861234,1784288373.872958,1784288374.761506,1784288374.3172321,1.2,0.188756,0.324587,-0.002455,0.003537,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2783170,2812048,0,0,0,0,1
29,29,0,40,2,acq,0.8147635714861234,1784288381.77064,1784288382.647878,1784288382.209259,1.2,0.188729,0.324406,-0.002515,0.00356,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2695603,2807814,0,0,0,0,1
30,30,0,40,2,acq,0.8147635714861234,1784288389.637367,1784288390.5141492,1784288390.075758,1.2,0.188357,0.324081,-0.002482,0.003609,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2796720,2874802,0,0,0,0,1
31,31,0,40,2,acq,0.8147635714861234,1784288397.5194528,1784288398.399782,1784288397.9596174,1.2,0.188263,0.324047,-0.00247,0.003685,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2739302,2789352,0,0,0,0,1
32,32,0,40,2,acq,0.8147635714861234,1784288405.411617,1784288406.290242,1784288405.8509295,1.2,0.187868,0.323175,-0.00244,0.003585,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2724482,2810016,0,0,0,0,1
33,33,0,40,2,acq,0.8147635714861234,1784288413.303613,1784288414.180948,1784288413.7422805,1.2,0.187872,0.32323,-0.002472,0.003633,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2846432,2845585,0,0,0,0,1
34,34,0,40,2,acq,0.8147635714861234,1784288421.176657,1784288422.0584981,1784288421.6175776,1.2,0.187626,0.322905,-0.002506,0.003715,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2667826,2789098,0,0,0,0,1
35,35,0,40,2,acq,0.8147635714861234,1784288429.076403,1784288429.953544,1784288429.5149734,1.2,0.187621,0.322726,-0.002419,0.003639,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2708560,2754122,0,0,0,0,1
36,36,0,40,3,both,0.8147635714861234,1784288444.6719239,1784288445.558101,1784288445.1150124,1.2,0.187118,0.32176,-0.002428,0.00366,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2657155,2805866,0,0,0,0,1
37,37,0,40,3,both,0.8147635714861234,1784288454.770168,1784288455.64106,1784288455.205614,1.2,0.186856,0.321592,-0.002516,0.003692,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2729055,2753191,0,0,0,0,1
38,38,0,40,3,both,0.8147635714861234,1784288464.8470678,1784288465.726977,1784288465.2870226,1.2,0.186726,0.32148,-0.002523,0.003704,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2770297,2776818,0,0,0,0,1
39,39,0,40,3,both,0.8147635714861234,1784288474.897855,1784288475.7890801,1784288475.3434677,1.2,0.186254,0.320916,-0.002502,0.003702,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2822465,2748787,0,0,0,0,1
40,40,0,40,3,both,0.8147635714861234,1784288484.969343,1784288485.8607721,1784288485.4150577,1.2,0.186203,0.320517,-0.002443,0.00365,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2725498,2793078,0,0,0,0,1
41,41,0,40,3,both,0.8147635714861234,1784288495.034234,1784288495.917879,1784288495.4760566,1.2,0.185823,0.320179,-0.00249,0.00371,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2684932,2777496,0,0,0,0,1
42,42,0,40,3,both,0.8147635714861234,1784288505.1159391,1784288506.0062232,1784288505.5610812,1.2,0.185766,0.31954,-0.002467,0.00371,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2711694,2748363,0,0,0,0,1
43,43,0,40,3,both,0.8147635714861234,1784288515.1822028,1784288516.068515,1784288515.625359,1.2,0.185614,0.319596,-0.002484,0.003693,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2739217,2693655,0,0,0,0,1
44,44,0,40,3,both,0.8147635714861234,1784288525.253555,1784288526.137186,1784288525.6953707,1.2,0.185368,0.31923,-0.002494,0.003627,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2659611,2802309,0,0,0,0,1
45,45,0,40,3,both,0.8147635714861234,1784288535.368326,1784288536.24452,1784288535.806423,1.2,0.185171,0.318833,-0.002493,0.003652,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2682900,2789691,0,0,0,0,1
46,46,0,40,3,both,0.8147635714861234,1784288545.4598641,1784288546.3386,1784288545.899232,1.2,0.184974,0.318688,-0.002504,0.00375,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2650803,2801463,0,0,0,0,1
47,47,0,40,3,both,0.8147635714861234,1784288555.4703748,1784288556.332203,1784288555.901289,1.2,0.184903,0.318155,-0.002465,0.003731,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2684509,2830764,0,0,0,0,1
48,48,1,0,4,gen,-4.407375476557824,1784288628.159164,1784288629.020593,1784288628.5898786,0.075743,-0.143005,-0.241451,0.000476,0.002868,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,1501933,1628,0,1629,0,1
49,49,1,0,4,gen,-4.407375476557824,1784288634.781918,1784288635.6573591,1784288635.2196386,0.119369,-0.187767,-0.319975,0.004859,-0.007645,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2803664,2620993,0,0,0,0,1
50,50,1,0,4,gen,-4.407375476557824,1784288641.40643,1784288642.274045,1784288641.8402376,0.123828,-0.190875,-0.325487,0.004846,-0.007637,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2857356,2680783,0,0,0,0,1
51,51,1,0,4,gen,-4.407375476557824,1784288648.040266,1784288648.909962,1784288648.4751139,0.127761,-0.193605,-0.33024,0.004851,-0.007655,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2861760,2710085,0,0,0,0,1
52,52,1,0,4,gen,-4.407375476557824,1784288654.6518111,1784288655.525505,1784288655.088658,0.131088,-0.195799,-0.334006,0.004851,-0.007683,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2917146,2737523,0,0,0,0,1
53,53,1,0,4,gen,-4.407375476557824,1784288661.277475,1784288662.154638,1784288661.7160566,0.134272,-0.197869,-0.337659,0.004861,-0.00765,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2939757,2790877,0,0,0,0,1
54,54,1,0,4,gen,-4.407375476557824,1784288667.910691,1784288668.78227,1784288668.3464804,0.137328,-0.199904,-0.341084,0.004843,-0.007587,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2933490,2815944,0,0,0,0,1
55,55,1,0,4,gen,-4.407375476557824,1784288674.682562,1784288675.5513558,1784288675.116959,0.140186,-0.201726,-0.344287,0.004875,-0.007646,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3010132,2832712,0,0,0,0,1
56,56,1,0,4,gen,-4.407375476557824,1784288681.2927911,1784288682.1642828,1784288681.728537,0.142882,-0.203378,-0.347109,0.004788,-0.00769,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2984642,2847617,0,0,0,0,1
57,57,1,0,4,gen,-4.407375476557824,1784288687.9061,1784288688.774653,1784288688.3403764,0.145534,-0.205213,-0.350286,0.004784,-0.007644,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3034353,2889876,0,0,0,0,1
58,58,1,0,4,gen,-4.407375476557824,1784288694.519017,1784288695.38398,1784288694.9514985,0.148081,-0.20688,-0.353121,0.004845,-0.007703,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3073817,2881746,0,0,0,0,1
59,59,1,0,4,gen,-4.407375476557824,1784288701.142106,1784288702.018774,1784288701.58044,0.150287,-0.208,-0.355128,0.004787,-0.007647,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3050359,2920957,0,0,0,0,1
60,60,1,0,5,acq,-4.407375476557824,1784288714.312211,1784288715.1859682,1784288714.7490897,0.154939,-0.210938,-0.359969,0.004845,-0.007671,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3086775,2951952,0,0,0,0,1
61,61,1,0,5,acq,-4.407375476557824,1784288722.055726,1784288722.927145,1784288722.4914355,0.157521,-0.212522,-0.362687,0.004874,-0.007598,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3133776,2971515,0,0,0,0,1
62,62,1,0,5,acq,-4.407375476557824,1784288729.803827,1784288730.676793,1784288730.2403102,0.159868,-0.213826,-0.365017,0.004913,-0.007597,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3126324,2994889,0,0,0,0,1
63,63,1,0,5,acq,-4.407375476557824,1784288737.531532,1784288738.412479,1784288737.9720054,0.162385,-0.21535,-0.367727,0.004844,-0.007634,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3174511,3014198,0,0,0,0,1
64,64,1,0,5,acq,-4.407375476557824,1784288745.270839,1784288746.136116,1784288745.7034774,0.164807,-0.216885,-0.370134,0.004831,-0.007618,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3200933,3036470,0,0,0,0,1
65,65,1,0,5,acq,-4.407375476557824,1784288753.027439,1784288753.9005709,1784288753.464005,0.166873,-0.21793,-0.372146,0.004954,-0.007611,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3199832,3049682,0,0,0,0,1
66,66,1,0,5,acq,-4.407375476557824,1784288760.746277,1784288761.611731,1784288761.1790042,0.169276,-0.219274,-0.374522,0.004903,-0.007551,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3219226,3088977,0,0,0,0,1
67,67,1,0,5,acq,-4.407375476557824,1784288768.497643,1784288769.362741,1784288768.930192,0.171575,-0.220688,-0.376854,0.004885,-0.007585,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3282657,3105237,0,0,0,0,1
68,68,1,0,5,acq,-4.407375476557824,1784288776.236963,1784288777.096094,1784288776.6665285,0.173658,-0.221814,-0.378943,0.004895,-0.007591,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3250560,3116923,0,0,0,0,1
69,69,1,0,5,acq,-4.407375476557824,1784288783.965962,1784288784.830842,1784288784.398402,0.175512,-0.222633,-0.380369,0.004825,-0.007644,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3275797,3136571,0,0,0,0,1
70,70,1,0,5,acq,-4.407375476557824,1784288791.7078831,1784288792.575917,1784288792.1419,0.177742,-0.223982,-0.382732,0.004876,-0.00757,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3282487,3151137,0,0,0,0,1
71,71,1,0,5,acq,-4.407375476557824,1784288799.449406,1784288800.316221,1784288799.8828135,0.179592,-0.224993,-0.38432,0.004852,-0.007611,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3302643,3165788,0,0,0,0,1
72,72,1,0,6,both,-4.407375476557824,1784288814.749567,1784288815.6153421,1784288815.1824546,0.183308,-0.226931,-0.387678,0.004916,-0.007589,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3322799,3177729,0,0,0,0,1
73,73,1,0,6,both,-4.407375476557824,1784288824.6576939,1784288825.522336,1784288825.090015,0.185693,-0.228259,-0.389989,0.004908,-0.007616,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3360908,3234808,0,0,0,0,1
74,74,1,0,6,both,-4.407375476557824,1784288834.533299,1784288835.4067671,1784288834.9700332,0.18806,-0.229713,-0.39252,0.004873,-0.007566,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3427303,3221936,0,0,0,0,1
75,75,1,0,6,both,-4.407375476557824,1784288844.407373,1784288845.272917,1784288844.840145,0.190078,-0.230555,-0.393902,0.004908,-0.007578,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3382080,3221089,0,0,0,0,1
76,76,1,0,6,both,-4.407375476557824,1784288854.322657,1784288855.190849,1784288854.756753,0.192482,-0.231826,-0.396191,0.004876,-0.007608,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3416548,3276136,0,0,0,0,1
77,77,1,0,6,both,-4.407375476557824,1784288864.215401,1784288865.086911,1784288864.651156,0.194412,-0.23284,-0.397926,0.004907,-0.007539,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3402913,3267837,0,0,0,0,1
78,78,1,0,6,both,-4.407375476557824,1784288874.2326841,1784288875.113909,1784288874.6732965,0.196877,-0.234185,-0.400192,0.004918,-0.007573,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3433739,3302220,0,0,0,0,1
79,79,1,0,6,both,-4.407375476557824,1784288884.270599,1784288885.15626,1784288884.7134295,0.19871,-0.235013,-0.401454,0.004861,-0.007537,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3447882,3310519,0,0,0,0,1
80,80,1,0,6,both,-4.407375476557824,1784288894.277556,1784288895.147208,1784288894.7123818,0.200709,-0.235899,-0.403016,0.004835,-0.007483,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3484721,3320004,0,0,0,0,1
81,81,1,0,6,both,-4.407375476557824,1784288904.337153,1784288905.2047842,1784288904.7709684,0.202801,-0.237042,-0.405208,0.004879,-0.00753,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3474051,3326271,0,0,0,0,1
82,82,1,0,6,both,-4.407375476557824,1784288914.3581061,1784288915.248738,1784288914.803422,0.204866,-0.23809,-0.406902,0.004923,-0.007549,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3537736,3349306,0,0,0,0,1
83,83,1,0,6,both,-4.407375476557824,1784288924.37938,1784288925.2577941,1784288924.818587,0.206898,-0.239111,-0.40873,0.004949,-0.007502,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3489379,3355573,0,0,0,0,1
84,84,1,0,7,none,-4.407375476557824,1784288934.402364,1784288935.284866,1784288934.843615,0.208811,-0.23997,-0.410236,0.004911,-0.007562,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3532824,3394953,0,0,0,0,1
85,85,1,0,7,none,-4.407375476557824,1784288938.908654,1784288939.788157,1784288939.3484054,0.209683,-0.240507,-0.410998,0.00485,-0.007584,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3496662,3363364,0,0,0,0,1
86,86,1,0,7,none,-4.407375476557824,1784288943.4556642,1784288944.33512,1784288943.895392,0.210788,-0.24118,-0.412136,0.004893,-0.007497,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3550269,3405030,0,0,0,0,1
87,87,1,0,7,none,-4.407375476557824,1784288948.0014231,1784288948.87254,1784288948.4369817,0.211419,-0.241324,-0.412454,0.004911,-0.007472,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3544765,3400711,0,0,0,0,1
88,88,1,0,7,none,-4.407375476557824,1784288952.500389,1784288953.372082,1784288952.9362354,0.212155,-0.241765,-0.413106,0.004884,-0.007575,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3548067,3383181,0,0,0,0,1
89,89,1,0,7,none,-4.407375476557824,1784288957.001845,1784288957.886036,1784288957.4439404,0.213097,-0.242157,-0.413842,0.004944,-0.007491,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3553064,3398255,0,0,0,0,1
90,90,1,0,7,none,-4.407375476557824,1784288961.515061,1784288962.395021,1784288961.955041,0.214123,-0.242704,-0.414975,0.004929,-0.007569,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3560771,3407063,0,0,0,0,1
91,91,1,0,7,none,-4.407375476557824,1784288966.01964,1784288966.8823879,1784288966.451014,0.214771,-0.243061,-0.415423,0.004952,-0.007535,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3577708,3399272,0,0,0,0,1
92,92,1,0,7,none,-4.407375476557824,1784288970.512604,1784288971.3806221,1784288970.946613,0.215681,-0.243407,-0.41617,0.004841,-0.007536,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3557807,3414854,0,0,0,0,1
93,93,1,0,7,none,-4.407375476557824,1784288975.022324,1784288975.891372,1784288975.4568481,0.216456,-0.243842,-0.416676,0.004915,-0.007514,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3563142,3427473,0,0,0,0,1
94,94,1,0,7,none,-4.407375476557824,1784288979.5289412,1784288980.404017,1784288979.966479,0.217383,-0.244383,-0.417685,0.004965,-0.007468,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3570256,3421121,0,0,0,0,1
95,95,1,0,7,none,-4.407375476557824,1784288984.0609002,1784288984.944488,1784288984.5026941,0.218219,-0.244774,-0.418351,0.004894,-0.007475,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3599557,3446188,0,0,0,0,1
96,96,2,60,8,acq,3.4258330955080973,1784289084.855979,1784289085.734816,1784289085.2953975,1.2,-0.267535,-0.456645,-0.000877,0.003359,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3817374,3925096,0,0,0,0,1
97,97,2,60,8,acq,3.4258330955080973,1784289092.6720362,1784289093.548295,1784289093.1101656,1.2,-0.270449,-0.462026,-0.000673,0.003283,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3839392,4032311,0,0,0,0,1
98,98,2,60,8,acq,3.4258330955080973,1784289100.488878,1784289101.376907,1784289100.9328926,1.2,-0.273028,-0.466684,-0.000767,0.003243,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3872336,4040864,0,0,0,0,1
99,99,2,60,8,acq,3.4258330955080973,1784289108.362336,1784289109.247811,1784289108.8050735,1.2,-0.275595,-0.471485,-0.000737,0.003125,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3932633,4064323,0,0,0,0,1
100,100,2,60,8,acq,3.4258330955080973,1784289116.219836,1784289117.0923252,1784289116.6560807,1.2,-0.278224,-0.475593,-0.000693,0.003127,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3975739,4022572,0,0,0,0,1
101,101,2,60,8,acq,3.4258330955080973,1784289124.074795,1784289124.957773,1784289124.516284,1.2,-0.280143,-0.478901,-0.000492,0.003162,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3973453,4156378,0,0,0,0,1
102,102,2,60,8,acq,3.4258330955080973,1784289131.8998451,1784289132.77546,1784289132.3376527,1.2,-0.281764,-0.481786,-0.000541,0.003062,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4095403,4112848,0,0,0,0,1
103,103,2,60,8,acq,3.4258330955080973,1784289139.7420118,1784289140.612353,1784289140.1771824,1.2,-0.283971,-0.48533,-0.000502,0.002959,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4116490,4196350,0,0,0,0,1
104,104,2,60,8,acq,3.4258330955080973,1784289147.569917,1784289148.4483259,1784289148.0091214,1.2,-0.28553,-0.488006,-0.000535,0.002896,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4148248,4156463,0,0,0,0,1
105,105,2,60,8,acq,3.4258330955080973,1784289155.408522,1784289156.282123,1784289155.8453226,1.2,-0.286762,-0.490123,-0.000486,0.002932,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4101839,4250296,0,0,0,0,1
106,106,2,60,8,acq,3.4258330955080973,1784289163.261469,1784289164.133717,1784289163.697593,1.2,-0.287927,-0.492235,-0.00043,0.00287,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4100738,4240811,0,0,0,0,1
107,107,2,60,8,acq,3.4258330955080973,1784289171.102717,1784289171.9771981,1784289171.5399575,1.2,-0.289568,-0.495045,-0.000377,0.002862,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4106666,4232512,0,0,0,0,1
108,108,2,60,9,both,3.4258330955080973,1784289186.627862,1784289187.497448,1784289187.062655,1.2,-0.291726,-0.498605,-0.000295,0.002766,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4124366,4263762,0,0,0,0,1
