bias,dc_dmm,dc_board,dir
-1.6800000000000006,0.362133858,0.372981,down
-1.8000000000000007,0.317893535,0.327787,down
-1.92,0.27097198,0.284409,down
-2.04,0.233434736,0.243554,down
-2.16,0.207963035,0.205129,down
-2.2800000000000002,0.152997785,0.169085,down
-2.4000000000000004,0.124844852,0.136307,down
-2.5200000000000005,0.119482388,0.106892,down
-2.6400000000000006,0.0725608332,0.080572,down
-2.76,0.0242986624,0.057683,down
-2.88,0.0484297478,0.038559,down
-3.0,0.0202768148,0.023129,down
-3.12,0.00553008323,0.011536,down
-3.24,0.00955188798,0.003786,down
-3.3600000000000003,0.0296611258,3.1e-05,down
-3.4800000000000004,-0.0145787007,0.000277,down
-3.6000000000000005,0.0135737355,0.004477,down
-3.7200000000000006,0.0256392783,0.012614,down
-3.84,0.0216174307,0.024625,down
-3.96,0.0444079002,0.040411,down
-4.08,0.0725608332,0.059906,down
-4.2,0.103394998,0.083145,down
-4.32,0.139591626,0.109993,down
-4.44,0.13825101,0.140085,down
-4.5600000000000005,0.190535029,0.173267,down
-4.68,0.211984882,0.209745,down
-4.8,0.279015675,0.249187,down
-4.92,0.311190456,0.291276,down
-5.04,0.375540017,0.335541,down
-5.16,0.402352334,0.382073,down
-5.28,0.477426822,0.430508,down
-5.4,0.485470517,0.480993,down
-5.52,0.545798231,0.532508,down
-5.640000000000001,0.620872719,0.584802,down
-5.76,0.670475505,0.638655,down
-5.88,0.71739706,0.693844,down
-6.0,0.793812164,0.747831,down
-6.12,0.847436798,0.801371,down
-6.24,0.901061433,0.855864,down
-6.36,0.946642372,0.908872,down
-6.48,0.992223311,0.96037,down
-6.6,1.02439809,1.011347,down
-6.720000000000001,1.10885689,1.061534,down
-6.84,1.14103167,1.109034,down
-6.96,1.17186584,1.153129,down
-7.08,1.22951232,1.194421,down
-7.2,1.25900587,1.2,down
-7.32,1.28179634,1.2,down
-7.4399999999999995,1.34078343,1.2,down
-7.5600000000000005,1.34882713,1.2,down
-7.68,1.36625513,1.2,down
-7.8,1.43194531,1.2,down
-7.92,1.46948256,1.2,down
-8.04,1.45473578,1.2,down
-8.16,1.46814194,1.2,down
-8.28,1.4735044,1.2,down
-8.4,1.47752625,1.2,down
-8.52,1.47484502,1.2,down
-8.64,1.46814194,1.2,down
-8.76,1.46277948,1.2,down
-8.88,1.4560764,1.2,down
-9.0,1.42792346,1.2,down
