kind,epoch,direction,index,bias,timestamp_unix,dc_dmm,dc_board,I1,Q1,I2,Q2
formal,2,down,21,3.2952796193069984,1784192104.729961,1.04048548,0.993996,-0.521078,-0.87716,-0.02268,0.043115
formal,2,down,22,3.1647261431059004,1784192106.510825,1.07802273,1.045526,-0.506124,-0.852006,-0.01989,0.038454
formal,2,down,23,3.0341726669048015,1784192108.499321,1.13835044,1.095443,-0.489755,-0.825058,-0.016488,0.032124
formal,2,down,24,2.9036191907037026,1784192110.2806652,1.15443783,1.143116,-0.470863,-0.793101,-0.014921,0.029046
formal,2,down,25,2.7730657145026036,1784192112.070685,1.24023724,1.188969,-0.447682,-0.75517,-0.012849,0.025126
formal,2,down,26,2.6425122383015047,1784192113.8573508,1.28045572,1.2,-0.422055,-0.711763,-0.011436,0.021932
formal,2,down,27,2.5119587621004067,1784192115.639157,1.29788373,1.2,-0.391573,-0.660789,-0.00855,0.017773
formal,2,down,28,2.3814052858993078,1784192117.422744,1.28581818,1.2,-0.356522,-0.602331,-0.007668,0.015718
formal,2,down,29,2.250851809698209,1784192119.2366772,1.35687082,1.2,-0.318731,-0.538397,-0.008545,0.01693
formal,2,down,30,2.120298333497111,1784192121.026131,1.39172684,1.2,-0.278973,-0.471697,-0.009068,0.017825
formal,2,down,31,1.989744857296012,1784192122.8097348,1.43462654,1.2,-0.238031,-0.402783,-0.010083,0.019388
formal,2,down,32,1.859191381094913,1784192124.5979478,1.43864839,1.2,-0.195587,-0.331174,-0.010114,0.019453
formal,2,down,33,1.728637904893814,1784192126.382429,1.44937332,1.2,-0.151517,-0.256835,-0.010101,0.019318
formal,2,down,34,1.5980844286927152,1784192128.1734872,1.44937332,1.2,-0.106023,-0.18006,-0.010254,0.019465
formal,2,down,35,1.4675309524916171,1784192129.965056,1.48825118,1.2,-0.06077,-0.103168,-0.010479,0.019765
formal,2,down,36,1.3369774762905182,1784192131.759603,1.50299795,1.2,-0.015344,-0.026059,-0.010779,0.020114
formal,2,down,37,1.2064240000894193,1784192133.555276,1.47886687,1.2,0.030734,0.052012,-0.010827,0.019959
formal,2,down,38,1.0758705238883213,1784192135.3363998,1.49093241,1.2,0.076672,0.130116,-0.01077,0.019888
formal,2,down,39,0.9453170476872224,1784192137.122964,1.43998901,1.2,0.12236,0.207659,-0.010955,0.019947
formal,2,down,40,0.8147635714861234,1784192138.9089448,1.4480327,1.2,0.166819,0.282985,-0.011044,0.019995
formal,2,down,41,0.6842100952850245,1784192140.692899,1.46948256,1.2,0.210166,0.356172,-0.010509,0.018877
formal,2,down,42,0.5536566190839256,1784192142.4781709,1.39440807,1.2,0.25263,0.42779,-0.010276,0.018195
formal,2,down,43,0.4231031428828276,1784192144.263659,1.38234253,1.2,0.294236,0.497894,-0.009183,0.016476
formal,2,down,44,0.29254966668172866,1784192146.056013,1.35687082,1.2,0.333879,0.564959,-0.009041,0.015959
formal,2,down,45,0.16199619048062974,1784192147.839475,1.32201481,1.2,0.371012,0.627684,-0.00838,0.014784
formal,2,down,46,0.031442714279531714,1784192149.621238,1.28849942,1.2,0.40321,0.68131,-0.006755,0.01149
formal,2,down,47,-0.0991107619215672,1784192151.406865,1.24157786,1.2,0.432051,0.730356,-0.004207,0.006218
formal,2,down,48,-0.22966423812266612,1784192153.1982841,1.20538123,1.186393,0.458391,0.774553,0.000299,-0.001492
formal,2,down,49,-0.36021771432376504,1784192154.988035,1.11555997,1.142014,0.480839,0.812323,0.004361,-0.008812
formal,2,down,50,-0.4907711905248635,1784192156.78641,1.10617566,1.093308,0.50165,0.846948,0.008575,-0.016594
formal,2,down,51,-0.621324666725962,1784192158.573081,1.02573871,1.042447,0.5159,0.870286,0.012476,-0.024096
formal,2,down,52,-0.7518781429270609,1784192160.364489,0.976135921,0.990669,0.528166,0.891066,0.015449,-0.029576
formal,2,down,53,-0.8824316191281598,1784192162.1511629,0.954686067,0.937103,0.536486,0.904951,0.019999,-0.03827
formal,2,down,54,-1.0129850953292583,1784192163.943465,0.874249115,0.881505,0.541369,0.912334,0.024713,-0.047087
formal,2,down,55,-1.1435385715303568,1784192165.7319958,0.852799262,0.824982,0.545736,0.919532,0.028506,-0.054004
formal,2,down,56,-1.2740920477314557,1784192167.517916,0.788449701,0.767924,0.545807,0.919723,0.031371,-0.059105
formal,2,down,57,-1.4046455239325546,1784192169.303612,0.683881664,0.711279,0.544145,0.916784,0.033544,-0.063064
formal,2,down,58,-1.535199000133653,1784192171.095006,0.658409963,0.653441,0.540198,0.90942,0.032048,-0.060651
formal,2,down,59,-1.6657524763347515,1784192172.893537,0.608807176,0.596601,0.53281,0.897481,0.031572,-0.059943
formal,2,down,60,-1.7963059525358505,1784192174.6952739,0.516304682,0.541135,0.526292,0.886231,0.031142,-0.058669
formal,2,down,61,-1.9268594287369494,1784192176.481696,0.500217291,0.486023,0.515643,0.86825,0.029257,-0.055422
formal,2,down,62,-2.057412904938048,1784192178.2652318,0.450614505,0.433349,0.504905,0.850148,0.027094,-0.051342
formal,2,down,63,-2.1879663811391463,1784192180.053088,0.347387084,0.381593,0.490276,0.825402,0.022902,-0.044011
formal,2,down,64,-2.3185198573402452,1784192181.833282,0.303146761,0.332352,0.470435,0.792347,0.018907,-0.036506
formal,2,down,65,-2.449073333541344,1784192183.6157792,0.269631364,0.285433,0.449213,0.756473,0.015403,-0.029687
formal,2,down,66,-2.5796268097424426,1784192185.410385,0.250862742,0.240642,0.423048,0.712817,0.012518,-0.024511
formal,2,down,67,-2.710180285943541,1784192187.197076,0.169085175,0.199396,0.393944,0.663946,0.011278,-0.021721
formal,2,down,68,-2.84073376214464,1784192188.991133,0.170425791,0.161143,0.360268,0.607221,0.009325,-0.018452
formal,2,down,69,-2.971287238345739,1784192190.786816,0.111438693,0.126475,0.32341,0.545275,0.009069,-0.017356
formal,2,down,70,-3.1018407145468374,1784192192.577749,0.112779309,0.095644,0.28158,0.474864,0.008616,-0.017075
formal,2,down,71,-3.232394190747936,1784192194.363442,0.0604952905,0.06881,0.238342,0.402151,0.009026,-0.017573
formal,2,down,72,-3.362947666949035,1784192196.149122,0.0135737355,0.046252,0.194284,0.328106,0.009969,-0.01904
formal,2,down,73,-3.4935011431501337,1784192197.93613,0.0417266685,0.027947,0.148917,0.251726,0.010377,-0.019679
formal,2,down,74,-3.624054619351232,1784192199.722917,0.0457485161,0.014161,0.102936,0.174153,0.010793,-0.020327
formal,2,down,75,-3.7546080955523307,1784192201.5056798,0.0350235893,0.004909,0.056086,0.094933,0.010867,-0.020249
formal,2,down,76,-3.8851615717534296,1784192203.299341,-0.0132381305,0.000212,0.008771,0.014899,0.010926,-0.02025
formal,2,down,77,-4.0157150479545285,1784192205.084385,0.0283207355,0.000284,-0.038489,-0.065096,0.010958,-0.020129
formal,2,down,78,-4.1462685241556265,1784192206.866564,0.0162549673,0.00495,-0.085514,-0.144613,0.010985,-0.019988
formal,2,down,79,-4.276822000356725,1784192208.654132,0.00687092748,0.014238,-0.132045,-0.223149,0.010598,-0.01923
formal,2,down,80,-4.407375476557824,1784192210.439859,0.0444079002,0.027971,-0.17801,-0.30066,0.010362,-0.018829
