bias,dc_dmm,dc_board,dir
2.2799999999999994,1.45071393,1.2,down
2.16,1.45205455,1.2,down
2.039999999999999,1.48288871,1.2,down
1.92,1.45205455,1.2,down
1.799999999999999,1.46277948,1.2,down
1.6799999999999997,1.42524223,1.2,down
1.5599999999999987,1.45875763,1.2,down
1.4399999999999995,1.34882713,1.2,down
1.3200000000000003,1.3890456,1.2,down
1.1999999999999993,1.32603666,1.2,down
1.08,1.29922434,1.2,down
0.9599999999999991,1.27777449,1.2,down
0.8399999999999999,1.2027,1.2,down
0.7199999999999989,1.16382214,1.197293,down
0.5999999999999996,1.13432859,1.162278,down
0.4800000000000004,1.15041598,1.119865,down
0.35999999999999943,1.08070396,1.075445,down
0.2400000000000002,1.02976055,1.030376,down
0.11999999999999922,0.990882695,0.982259,down
0.0,0.909105128,0.934139,down
-0.120000000000001,0.899720817,0.884417,down
-0.2400000000000002,0.820624481,0.833786,down
-0.35999999999999943,0.766999847,0.781217,down
-0.4800000000000004,0.752253073,0.729488,down
-0.5999999999999996,0.71739706,0.678163,down
-0.7200000000000006,0.624894566,0.626449,down
-0.8399999999999999,0.571269932,0.57561,down
-0.9600000000000009,0.485470517,0.525444,down
-1.08,0.451955121,0.475276,down
-1.2000000000000002,0.429164651,0.426966,down
-1.3200000000000003,0.360793242,0.380162,down
-1.4400000000000004,0.333980925,0.335137,down
-1.5600000000000005,0.279015675,0.292112,down
-1.6800000000000006,0.268290748,0.251069,down
-1.8000000000000007,0.21600673,0.212642,down
-1.92,0.195897492,0.176673,down
-2.04,0.139591626,0.143646,down
-2.16,0.0792639125,0.113733,down
-2.2800000000000002,0.0913294552,0.086893,down
-2.4000000000000004,0.0618359064,0.063558,down
-2.5200000000000005,0.0444079002,0.043685,down
-2.6400000000000006,0.0403860527,0.027392,down
-2.76,0.00821127212,0.014743,down
-2.88,0.0216174307,0.005983,down
-3.0,-0.00117285902,0.001077,down
-3.12,0.0175958087,5.4e-05,down
-3.24,0.00553004041,0.002921,down
-3.3600000000000003,0.00553017459,0.009645,down
-3.4800000000000004,0.037704821,0.020142,down
-3.6000000000000005,0.0417266685,0.034368,down
-3.7200000000000006,0.0779232967,0.052326,down
-3.84,0.0993731504,0.073895,down
-3.96,0.127526083,0.098881,down
-4.08,0.139591626,0.127116,down
-4.2,0.16104148,0.158745,down
-4.32,0.179810102,0.193438,down
-4.44,0.245500279,0.230806,down
-4.5600000000000005,0.261587669,0.270912,down
-4.68,0.323255998,0.313732,down
-4.8,0.394308639,0.358733,down
-4.92,0.433186499,0.405424,down
-5.04,0.489492365,0.454581,down
-5.16,0.53641392,0.504243,down
-5.28,0.559204389,0.555994,down
-5.4,0.665113042,0.608879,down
-5.52,0.697287822,0.661186,down
-5.640000000000001,0.721418908,0.714998,down
-5.76,0.789790317,0.768003,down
-5.88,0.846096182,0.821022,down
-6.0,0.909105128,0.873573,down
-6.12,0.992223311,0.925722,down
-6.24,1.01233255,0.976429,down
-6.36,1.04584795,1.024089,down
-6.48,1.11153812,1.073065,down
-6.6,1.14907537,1.11872,down
-6.720000000000001,1.18661261,1.162008,down
-6.84,1.21610616,1.197097,down
-6.96,1.27375264,1.2,down
-7.08,1.30324619,1.2,down
-7.2,1.33542097,1.2,down
-7.32,1.36491452,1.2,down
-7.4399999999999995,1.39038622,1.2,down
-7.5600000000000005,1.41451731,1.2,down
-7.68,1.41853915,1.2,down
-7.8,1.45339517,1.2,down
-7.92,1.42658285,1.2,down
-8.04,1.41853915,1.2,down
-8.16,1.43462654,1.2,down
-8.28,1.42926408,1.2,down
-8.4,1.44401085,1.2,down
-8.52,1.45071393,1.2,down
-8.64,1.46143886,1.2,down
-8.76,1.39977053,1.2,down
-8.88,1.35687082,1.2,down
-9.0,1.39038622,1.2,down
