window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
12,6,0,0,40,0,none,0.8147635714861234,1784286944.114696,1784286945.151619,1784286944.6331575,1.2,0.192013,0.329254,-0.002366,0.003552,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2813149,2898006,0,0,0,0,1
13,6,1,0,40,0,none,0.8147635714861234,1784286945.1521258,1784286946.193907,1784286945.6730165,1.2,0.19186,0.328957,-0.002376,0.003512,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2854477,2878359,0,0,0,0,1
14,7,0,0,40,0,none,0.8147635714861234,1784286948.639871,1784286949.664412,1784286949.1521416,1.2,0.191678,0.328768,-0.002395,0.003578,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2852360,2875818,0,0,0,0,1
15,7,1,0,40,0,none,0.8147635714861234,1784286949.664881,1784286950.703955,1784286950.184418,1.2,0.191709,0.328778,-0.002361,0.003527,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2822465,2836354,0,0,0,0,1
16,8,0,0,40,0,none,0.8147635714861234,1784286953.151993,1784286954.197567,1784286953.67478,1.2,0.191407,0.328313,-0.002387,0.003537,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2875564,3002172,0,0,0,0,1
17,8,1,0,40,0,none,0.8147635714861234,1784286954.198617,1784286955.2300138,1784286954.7143154,1.2,0.191351,0.328251,-0.002389,0.003573,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2794518,2848125,0,0,0,0,1
18,9,0,0,40,0,none,0.8147635714861234,1784286957.667168,1784286958.7024179,1784286958.184793,1.2,0.191021,0.327735,-0.002345,0.003549,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2782831,2883355,0,0,0,0,1
19,9,1,0,40,0,none,0.8147635714861234,1784286958.703351,1784286959.7484741,1784286959.2259126,1.2,0.190937,0.327605,-0.002417,0.00354,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2849988,2879460,0,0,0,0,1
20,10,0,0,40,0,none,0.8147635714861234,1784286962.189847,1784286963.2282329,1784286962.70904,1.2,0.190858,0.32752,-0.002394,0.00357,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2771314,2878613,0,0,0,0,1
21,10,1,0,40,0,none,0.8147635714861234,1784286963.2288692,1784286964.261827,1784286963.745348,1.2,0.190671,0.327203,-0.002369,0.003539,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2806120,2887505,0,0,0,0,1
22,11,0,0,40,0,none,0.8147635714861234,1784286966.704489,1784286967.72684,1784286967.2156644,1.2,0.190486,0.326768,-0.00238,0.003525,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2841012,2930696,0,0,0,0,1
23,11,1,0,40,0,none,0.8147635714861234,1784286967.72705,1784286968.76025,1784286968.24365,1.2,0.190533,0.326957,-0.002408,0.003564,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2820687,2871923,0,0,0,0,1
24,12,0,0,40,1,gen,0.8147635714861234,1784286978.918873,1784286979.9606311,1784286979.439752,1.2,0.190103,0.326398,-0.002391,0.003586,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2784017,2896482,0,0,0,0,1
25,12,1,0,40,1,gen,0.8147635714861234,1784286979.961146,1784286980.993807,1784286980.4774766,1.2,0.190032,0.326119,-0.002386,0.003561,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2816706,2866841,0,0,0,0,1
26,13,0,0,40,1,gen,0.8147635714861234,1784286985.6532822,1784286986.6938229,1784286986.1735525,1.2,0.189729,0.325711,-0.002397,0.003596,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2809677,2851005,0,0,0,0,1
27,13,1,0,40,1,gen,0.8147635714861234,1784286986.6940632,1784286987.7368162,1784286987.2154398,1.2,0.189673,0.325614,-0.002427,0.003605,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2756493,2864301,0,0,0,0,1
28,14,0,0,40,1,gen,0.8147635714861234,1784286992.376982,1784286993.4208078,1784286992.8988948,1.2,0.18946,0.325171,-0.002401,0.003556,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2774786,2860828,0,0,0,0,1
29,14,1,0,40,1,gen,0.8147635714861234,1784286993.4210079,1784286994.464607,1784286993.9428074,1.2,0.189379,0.325115,-0.002423,0.003597,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2797228,2828478,0,0,0,0,1
30,15,0,0,40,1,gen,0.8147635714861234,1784286999.10606,1784287000.142366,1784286999.624213,1.2,0.189327,0.325108,-0.002421,0.003603,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2753275,2783170,0,0,0,0,1
31,15,1,0,40,1,gen,0.8147635714861234,1784287000.146858,1784287001.1920419,1784287000.6694498,1.2,0.18909,0.324765,-0.002393,0.003617,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2820009,2828224,0,0,0,0,1
32,16,0,0,40,1,gen,0.8147635714861234,1784287005.883948,1784287006.9254122,1784287006.4046803,1.2,0.188885,0.324298,-0.002448,0.00356,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2781053,2800700,0,0,0,0,1
33,16,1,0,40,1,gen,0.8147635714861234,1784287006.926917,1784287007.966978,1784287007.4469476,1.2,0.188724,0.323947,-0.002374,0.003638,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2792486,2932474,0,0,0,0,1
34,17,0,0,40,1,gen,0.8147635714861234,1784287012.6295428,1784287013.6731362,1784287013.1513395,1.2,0.18862,0.323855,-0.002383,0.00361,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2714912,2832119,0,0,0,0,1
35,17,1,0,40,1,gen,0.8147635714861234,1784287013.6736572,1784287014.714427,1784287014.1940422,1.2,0.188552,0.323803,-0.002432,0.003606,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2745230,2810524,0,0,0,0,1
36,18,0,0,40,1,gen,0.8147635714861234,1784287019.349194,1784287020.390717,1784287019.8699555,1.2,0.188257,0.323359,-0.00242,0.003597,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2736592,2832543,0,0,0,0,1
37,18,1,0,40,1,gen,0.8147635714861234,1784287020.391258,1784287021.43545,1784287020.913354,1.2,0.188344,0.323421,-0.002427,0.003596,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2793671,2819078,0,0,0,0,1
38,19,0,0,40,1,gen,0.8147635714861234,1784287026.057229,1784287027.098957,1784287026.578093,1.2,0.187952,0.322808,-0.002422,0.003557,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2813827,2822973,0,0,0,0,1
39,19,1,0,40,1,gen,0.8147635714861234,1784287027.099648,1784287028.123508,1784287027.611578,1.2,0.188143,0.323183,-0.002476,0.003659,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2789860,2871923,0,0,0,0,1
40,20,0,0,40,1,gen,0.8147635714861234,1784287032.76574,1784287033.797806,1784287033.281773,1.2,0.187877,0.322853,-0.00243,0.003665,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2777496,2841774,0,0,0,0,1
41,20,1,0,40,1,gen,0.8147635714861234,1784287033.798042,1784287034.832833,1784287034.3154376,1.2,0.187836,0.322647,-0.002412,0.003619,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2780460,2846262,0,0,0,0,1
42,21,0,0,40,1,gen,0.8147635714861234,1784287039.4822779,1784287040.513015,1784287039.9976463,1.2,0.187563,0.322243,-0.00242,0.003609,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2745569,2779274,0,0,0,0,1
43,21,1,0,40,1,gen,0.8147635714861234,1784287040.5166059,1784287041.5596192,1784287041.0381126,1.2,0.187436,0.32196,-0.00244,0.0036,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2812811,2959659,0,0,0,0,1
44,22,0,0,40,1,gen,0.8147635714861234,1784287046.166261,1784287047.21615,1784287046.6912055,1.2,0.187293,0.321769,-0.002435,0.003605,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2770975,2812557,0,0,0,0,1
45,22,1,0,40,1,gen,0.8147635714861234,1784287047.216637,1784287048.236864,1784287047.7267504,1.2,0.187319,0.321901,-0.002431,0.003651,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2710169,2843552,0,0,0,0,1
46,23,0,0,40,1,gen,0.8147635714861234,1784287052.874478,1784287053.917174,1784287053.395826,1.2,0.187212,0.321665,-0.002445,0.003619,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2749972,2807645,0,0,0,0,1
47,23,1,0,40,1,gen,0.8147635714861234,1784287053.9178061,1784287054.9537091,1784287054.4357576,1.2,0.187228,0.321698,-0.002441,0.00362,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2728970,2771737,0,0,0,0,1
48,24,0,0,40,2,acq,0.8147635714861234,1784287066.276971,1784287067.318856,1784287066.7979136,1.2,0.18671,0.320799,-0.002373,0.003612,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2762252,2750227,0,0,0,0,1
49,24,1,0,40,2,acq,0.8147635714861234,1784287067.3193479,1784287068.351143,1784287067.8352454,1.2,0.186735,0.320897,-0.002437,0.00364,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2741927,2806967,0,0,0,0,1
50,25,0,0,40,2,acq,0.8147635714861234,1784287074.1212108,1784287075.159908,1784287074.6405594,1.2,0.186634,0.320837,-0.002444,0.003649,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2721179,2814081,0,0,0,0,1
51,25,1,0,40,2,acq,0.8147635714861234,1784287075.160448,1784287076.1944141,1784287075.677431,1.2,0.186439,0.320431,-0.002448,0.00364,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2780545,2827885,0,0,0,0,1
52,26,0,0,40,2,acq,0.8147635714861234,1784287082.00839,1784287083.042374,1784287082.525382,1.2,0.186199,0.319989,-0.002444,0.003647,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2733374,2888352,0,0,0,0,1
53,26,1,0,40,2,acq,0.8147635714861234,1784287083.042891,1784287084.0835588,1784287083.5632248,1.2,0.186161,0.319957,-0.002451,0.003662,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2762676,2842197,0,0,0,0,1
54,27,0,0,40,2,acq,0.8147635714861234,1784287089.875166,1784287090.902338,1784287090.388752,1.2,0.186039,0.319802,-0.002446,0.003677,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2693825,2761575,0,0,0,0,1
55,27,1,0,40,2,acq,0.8147635714861234,1784287090.903233,1784287091.938797,1784287091.421015,1.2,0.186013,0.319649,-0.002418,0.00362,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2671637,2854646,0,0,0,0,1
56,28,0,0,40,2,acq,0.8147635714861234,1784287097.7366989,1784287098.777128,1784287098.2569134,1.2,0.185889,0.319555,-0.00244,0.00367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2787066,2761913,0,0,0,0,1
57,28,1,0,40,2,acq,0.8147635714861234,1784287098.777358,1784287099.817116,1784287099.297237,1.2,0.185944,0.319663,-0.002424,0.003624,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2743621,2777157,0,0,0,0,1
58,29,0,0,40,2,acq,0.8147635714861234,1784287105.615454,1784287106.6594949,1784287106.1374745,1.2,0.18565,0.319155,-0.002453,0.00366,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2705935,2795873,0,0,0,0,1
59,29,1,0,40,2,acq,0.8147635714861234,1784287106.660031,1784287107.700035,1784287107.1800332,1.2,0.18575,0.319411,-0.002466,0.003681,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2734136,2783763,0,0,0,0,1
60,30,0,0,40,2,acq,0.8147635714861234,1784287113.509314,1784287114.551166,1784287114.03024,1.2,0.185245,0.318606,-0.002442,0.003681,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2699160,2769027,0,0,0,0,1
61,30,1,0,40,2,acq,0.8147635714861234,1784287114.5518851,1784287115.5904682,1784287115.0711765,1.2,0.185319,0.318635,-0.002441,0.00367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2704749,2807645,0,0,0,0,1
62,31,0,0,40,2,acq,0.8147635714861234,1784287121.341619,1784287122.385918,1784287121.8637686,1.2,0.185326,0.318644,-0.002461,0.003659,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2732527,2756070,0,0,0,0,1
63,31,1,0,40,2,acq,0.8147635714861234,1784287122.3861241,1784287123.418947,1784287122.9025354,1.2,0.185255,0.31855,-0.002477,0.003695,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2700092,2765724,0,0,0,0,1
64,32,0,0,40,2,acq,0.8147635714861234,1784287129.200783,1784287130.238914,1784287129.7198486,1.2,0.185091,0.318313,-0.002464,0.003666,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2706612,2804003,0,0,0,0,1
65,32,1,0,40,2,acq,0.8147635714861234,1784287130.239611,1784287131.280431,1784287130.760021,1.2,0.185136,0.318288,-0.002473,0.003732,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2719400,2873870,0,0,0,0,1
66,33,0,0,40,2,acq,0.8147635714861234,1784287137.0591009,1784287138.094335,1784287137.5767179,1.2,0.184871,0.317846,-0.002474,0.003665,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2742689,2778173,0,0,0,0,1
67,33,1,0,40,2,acq,0.8147635714861234,1784287138.096163,1784287139.133457,1784287138.61481,1.2,0.184926,0.317951,-0.002452,0.003699,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2767757,2875395,0,0,0,0,1
68,34,0,0,40,2,acq,0.8147635714861234,1784287144.8770921,1784287145.9144151,1784287145.3957536,1.2,0.184692,0.317661,-0.002439,0.003689,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2698398,2785711,0,0,0,0,1
69,34,1,0,40,2,acq,0.8147635714861234,1784287145.914986,1784287146.9599822,1784287146.437484,1.2,0.184687,0.317616,-0.00247,0.003699,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2753699,2799938,0,0,0,0,1
70,35,0,0,40,2,acq,0.8147635714861234,1784287152.740074,1784287153.782271,1784287153.2611723,1.2,0.184483,0.317342,-0.002449,0.003669,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2750819,2844738,0,0,0,0,1
71,35,1,0,40,2,acq,0.8147635714861234,1784287153.786153,1784287154.822865,1784287154.3045092,1.2,0.184665,0.317539,-0.002442,0.003704,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2651820,2771483,0,0,0,0,1
