role,grid_index,sequence_index,candidate_order_index,bias,pilot_V,bias_prepositioned,bias_settle_s,t_bias_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
conditioning,-1,0,-1,-0.12962869048699482,0.1,True,0.5,1784252769.7376618,1784252770.237675,1784252774.065398,1784252772.1515365,1.2,-0.092942,-0.158439,-0.005105,0.009787,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1397259,1589246,0,0,0,0,1
conditioning,-1,1,-1,-0.25925738097398965,0.1,True,0.5,1784252775.534941,1784252776.034945,1784252779.095357,1784252777.565151,1.2,-0.05016,-0.085511,-0.005134,0.009732,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-763966,956291,0,0,0,0,1
conditioning,-1,2,-1,-0.3888860714609845,0.1,True,0.5,1784252780.550615,1784252781.050617,1784252784.110118,1784252782.5803676,1.2,-0.01101,-0.018806,-0.005052,0.009303,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-337564,364749,0,0,0,0,1
conditioning,-1,3,-1,-0.5185147619479793,0.1,True,0.5,1784252785.552213,1784252786.052224,1784252789.133421,1784252787.5928226,1.2,0.027024,0.04603,-0.005263,0.009593,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-407008,582904,0,0,0,0,1
conditioning,-1,4,-1,-0.6481434524349741,0.1,True,0.5,1784252790.583352,1784252791.083366,1784252794.1340952,1784252792.6087306,1.2,0.063802,0.108768,-0.005495,0.009732,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-997873,1129816,0,0,0,0,1
conditioning,-1,5,-1,-0.777772142921969,0.1,True,0.5,1784252795.593426,1784252796.093428,1784252799.143422,1784252797.618425,1.2,0.099711,0.170023,-0.005194,0.009109,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1429356,1668598,0,0,0,0,1
conditioning,-1,6,-1,-0.9074008334089638,0.1,True,0.5,1784252800.591674,1784252801.091712,1784252804.1434891,1784252802.6176004,1.2,0.133146,0.226524,-0.004879,0.007856,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1802319,4155023,0,0,0,0,1
conditioning,-1,7,-1,-1.0370295238959586,0.1,True,0.5,1784252805.60342,1784252806.103433,1784252809.142102,1784252807.6227674,1.2,0.166575,0.282993,-0.004742,0.00744,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2266407,5157892,0,0,0,0,1
conditioning,-1,8,-1,-1.1666582143829534,0.1,True,0.5,1784252810.6019142,1784252811.101917,1784252814.1507761,1784252812.6263466,1.2,0.198081,0.336455,-0.005257,0.007885,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2741927,6182865,0,0,0,0,1
conditioning,-1,9,-1,-1.2962869048699481,0.1,True,0.5,1784252815.6174788,1784252816.117481,1784252819.1801229,1784252817.6488018,1.2,0.229066,0.388815,-0.006334,0.009527,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3160114,7122558,0,0,0,0,1
conditioning,-1,10,-1,-1.4259155953569431,0.1,True,0.5,1784252820.643627,1784252821.143629,1784252824.195942,1784252822.6697855,1.2,0.259133,0.440574,-0.005098,0.008122,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3635126,3757330,0,0,0,0,1
conditioning,-1,11,-1,-1.555544285843938,0.1,True,0.5,1784252825.655013,1784252826.155015,1784252829.1998699,1784252827.6774426,1.2,0.28393,0.481539,-0.004453,0.005386,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3881736,8388607,0,35,0,35,1
conditioning,-1,12,-1,-1.6851729763309327,0.1,True,0.5,1784252830.6664672,1784252831.166469,1784252834.2247958,1784252832.6956325,1.2,0.310365,0.527204,-0.00307,0.004368,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4408408,4608778,0,0,0,0,1
conditioning,-1,13,-1,-1.8148016668179277,0.1,True,0.5,1784252835.699744,1784252836.1997461,1784252839.21893,1784252837.7093382,1.2,0.332813,0.565045,-0.002554,0.003652,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4654764,4763079,0,0,0,0,1
conditioning,-1,14,-1,-1.9444303573049224,0.1,True,0.5,1784252840.67942,1784252841.179422,1784252844.18785,1784252842.683636,1.195216,0.346806,0.587671,-0.001426,-0.000651,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4802289,8388607,0,240,0,242,1
conditioning,-1,15,-1,-2.074059047791917,0.1,True,0.5,1784252845.6412969,1784252846.141299,1784252849.166566,1784252847.6539326,1.132452,0.371178,0.629897,-0.004372,0.006428,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5211669,5290936,0,0,0,0,1
conditioning,-1,16,-1,-2.203687738278912,0.1,True,0.5,1784252850.623586,1784252851.123588,1784252854.1746728,1784252852.6491303,1.073804,0.385378,0.653553,-0.003926,0.004944,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5388920,5564477,0,0,0,0,1
conditioning,-1,17,-1,-2.3333164287659067,0.1,True,0.5,1784252855.634654,1784252856.134657,1784252859.189738,1784252857.6621976,1.013117,0.398743,0.676033,-0.001932,0.001844,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5645692,5676942,0,0,0,0,1
conditioning,-1,18,-1,-2.4629451192529017,0.1,True,0.5,1784252860.6709492,1784252861.170951,1784252864.21077,1784252862.6908603,0.951254,0.408152,0.691695,-0.000416,-0.001104,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5736054,5750535,0,0,0,0,1
conditioning,-1,19,-1,-2.5925738097398963,0.1,True,0.5,1784252865.655371,1784252866.155373,1784252869.207551,1784252867.681462,0.888303,0.415357,0.703854,-0.000808,-0.000275,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5751297,5847587,0,0,0,0,1
conditioning,-1,20,-1,-2.7222025002268913,0.1,True,0.5,1784252870.662827,1784252871.1628292,1784252874.2308302,1784252872.6968298,0.823471,0.418148,0.708088,-0.001511,0.001299,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5822096,5852584,0,0,0,0,1
conditioning,-1,21,-1,-2.8518311907138862,0.1,True,0.5,1784252875.6807659,1784252876.180769,1784252879.216096,1784252877.6984324,0.75971,0.419531,0.710665,-0.002866,0.003064,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5867235,5935916,0,0,0,0,1
conditioning,-1,22,-1,-2.981459881200881,0.1,True,0.5,1784252880.670756,1784252881.170757,1784252884.233929,1784252882.702343,0.695554,0.418281,0.708426,-0.00106,0.000289,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5889931,5894589,0,0,0,0,1
conditioning,-1,23,-1,-3.111088571687876,0.1,True,0.5,1784252885.678818,1784252886.1788201,1784252889.209379,1784252887.6940994,0.6319,0.412687,0.698393,0.000937,-0.003581,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5838949,5764932,0,0,0,0,1
conditioning,-1,24,-1,-3.2407172621748708,0.1,True,0.5,1784252890.666147,1784252891.1661491,1784252894.1990972,1784252892.6826231,0.586526,0.387897,0.654982,0.012088,-0.02525,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5178810,8388607,0,610,0,612,1
conditioning,-1,25,-1,-3.3703459526618653,0.1,True,0.5,1784252895.659144,1784252896.159146,1784252899.207438,1784252897.683292,0.52579,0.378393,0.63902,0.010585,-0.022368,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4976661,8388607,0,578,0,583,1
conditioning,-1,26,-1,-3.4999746431488603,0.1,True,0.5,1784252900.6533911,1784252901.1533928,1784252904.17056,1784252902.6619763,0.448197,0.38096,0.64442,0.000126,-0.001968,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5336413,5276370,0,0,0,0,1
conditioning,-1,27,-1,-3.6296033336358553,0.1,True,0.5,1784252905.625746,1784252906.125748,1784252909.165948,1784252907.6458478,0.390776,0.365631,0.618585,0.00063,-0.002973,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5135704,5128082,0,0,0,0,1
conditioning,-1,28,-1,-3.75923202412285,0.1,True,0.5,1784252910.6272829,1784252911.127285,1784252914.17397,1784252912.6506276,0.353415,0.339427,0.57333,0.005882,-0.013766,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4349296,8388607,0,374,0,374,1
conditioning,-1,29,-1,-3.888860714609845,0.1,True,0.5,1784252915.62387,1784252916.123872,1784252919.165486,1784252917.644679,0.301592,0.322481,0.544306,0.005913,-0.013566,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4061612,8388607,0,266,0,268,1
conditioning,-1,30,-1,-4.018489405096839,0.1,True,0.5,1784252920.622041,1784252921.1220438,1784252924.149376,1784252922.6357098,0.252376,0.301431,0.50879,0.005159,-0.011901,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3739377,8388607,0,151,0,151,1
conditioning,-1,31,-1,-4.148118095583834,0.1,True,0.5,1784252925.6281679,1784252926.12817,1784252929.166903,1784252927.6475365,0.206371,0.276799,0.467588,0.003272,-0.008423,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3354726,8388607,0,55,0,56,1
conditioning,-1,32,-1,-4.277746786070829,0.1,True,0.5,1784252930.6239522,1784252931.1239538,1784252934.183846,1784252932.6539,0.151463,0.250363,0.423753,0.003019,-0.006587,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3598880,3478200,0,0,0,0,1
conditioning,-1,33,-1,-4.407375476557824,0.1,True,0.5,1784252935.644321,1784252936.144323,1784252939.1835022,1784252937.6639128,0.115274,0.221539,0.375185,0.002924,-0.006532,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3192549,3083557,0,0,0,0,1
formal,0,34,0,-4.407375476557824,0.06,True,0.5,1784252940.627012,1784252941.127014,1784252944.9023948,1784252943.0147042,0.111386,0.130038,0.220914,0.000102,-0.00106,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1895814,1894375,0,0,0,0,1
formal,0,35,1,-4.407375476557824,0.08,False,0.5,1784252940.627012,1784252944.902974,1784252948.661008,1784252946.781991,0.109625,0.17277,0.293233,0.001286,-0.003398,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2494640,2452042,0,0,0,0,1
formal,0,36,2,-4.407375476557824,0.1,False,0.5,1784252940.627012,1784252948.6616042,1784252951.671783,1784252950.1666937,0.108143,0.215017,0.364618,0.003023,-0.006738,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3119633,3002511,0,0,0,0,1
formal,1,37,0,-4.276822000356725,0.08,True,0.5,1784252953.095627,1784252953.5956302,1784252956.6075509,1784252955.1015906,0.126398,0.19223,0.325964,0.001541,-0.002832,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-6814718,2375569,0,0,0,0,1
formal,1,38,1,-4.276822000356725,0.1,False,0.5,1784252953.095627,1784252956.608084,1784252959.6157398,1784252958.1119118,0.135211,0.237831,0.403667,0.002954,-0.006681,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3447289,3281895,0,0,0,0,1
formal,1,39,2,-4.276822000356725,0.06,False,0.5,1784252953.095627,1784252959.6168,1784252962.619075,1784252961.1179376,0.133533,0.142997,0.243201,0.000597,-0.00174,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2070948,2038005,0,0,0,0,1
formal,2,40,0,-4.1462685241556265,0.1,True,0.5,1784252964.047413,1784252964.547415,1784252967.557976,1784252966.0526955,0.154498,0.26033,0.441041,0.003634,-0.007061,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8219345,3265127,0,0,0,0,1
formal,2,41,1,-4.1462685241556265,0.06,False,0.5,1784252964.047413,1784252967.5588338,1784252970.565543,1784252969.0621884,0.164523,0.157529,0.26771,0.001203,-0.002939,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2283852,2261156,0,0,0,0,1
formal,2,42,2,-4.1462685241556265,0.08,False,0.5,1784252964.047413,1784252970.5660641,1784252973.577853,1784252972.0719585,0.16333,0.207766,0.352875,0.002543,-0.005491,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2989299,2892756,0,0,0,0,1
formal,3,43,0,-4.0157150479545285,0.06,True,0.5,1784252975.010686,1784252975.510689,1784252978.51453,1784252977.0126095,0.198555,0.169112,0.286777,0.002426,-0.005092,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2478210,2358801,0,0,0,0,1
formal,3,44,1,-4.0157150479545285,0.08,False,0.5,1784252975.010686,1784252978.515108,1784252981.5159318,1784252980.01552,0.197596,0.22464,0.381031,0.003536,-0.007374,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3268937,3104728,0,0,0,0,1
formal,3,45,2,-4.0157150479545285,0.1,False,0.5,1784252975.010686,1784252981.516712,1784252984.527415,1784252983.0220635,0.196384,0.279997,0.474891,0.004469,-0.009583,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4041965,3862851,0,0,0,0,1
formal,4,46,0,-3.8851615717534296,0.08,True,0.5,1784252985.954137,1784252986.454139,1784252989.461345,1784252987.957742,0.234717,0.241234,0.409036,0.002719,-0.006272,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3491750,3329743,0,0,0,0,1
formal,4,47,1,-3.8851615717534296,0.1,False,0.5,1784252985.954137,1784252989.462146,1784252992.472045,1784252990.9670954,0.233395,0.301399,0.510903,0.003421,-0.007964,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4332528,4174247,0,0,0,0,1
formal,4,48,2,-3.8851615717534296,0.06,False,0.5,1784252985.954137,1784252992.472762,1784252995.485441,1784252993.9791017,0.232314,0.179397,0.304662,0.001899,-0.004415,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2620231,2529616,0,0,0,0,1
formal,5,49,0,-3.7546080955523307,0.1,True,0.5,1784252996.922762,1784252997.422764,1784253000.4324281,1784252998.927596,0.273615,0.320746,0.543106,0.001886,-0.005666,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4600902,4435931,0,0,0,0,1
formal,5,50,1,-3.7546080955523307,0.06,False,0.5,1784252996.922762,1784253000.433511,1784253003.442365,1784253001.937938,0.27246,0.189969,0.322565,0.000144,-0.001537,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2721941,2724143,0,0,0,0,1
formal,5,51,2,-3.7546080955523307,0.08,False,0.5,1784252996.922762,1784253003.442925,1784253006.4522529,1784253004.947589,0.270998,0.254019,0.430926,0.00103,-0.003611,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3637667,3615648,0,0,0,0,1
formal,6,52,0,-3.624054619351232,0.06,True,0.5,1784253007.8855,1784253008.3855019,1784253011.3855429,1784253009.8855224,0.299765,0.203064,0.343633,-0.000434,0.001168,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,2373706,36,0,36,0,1
formal,6,53,1,-3.624054619351232,0.08,False,0.5,1784253007.8855,1784253011.38609,1784253014.385579,1784253012.8858347,0.313904,0.269946,0.457932,-0.000536,-0.000715,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3833041,3808905,0,0,0,0,1
formal,6,54,2,-3.624054619351232,0.1,False,0.5,1784253007.8855,1784253014.3864598,1784253017.3909419,1784253015.888701,0.312928,0.337729,0.572357,0.001174,-0.004125,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4824139,4715400,0,0,0,0,1
formal,7,55,0,-3.4935011431501337,0.08,True,0.5,1784253018.823642,1784253019.323644,1784253022.3307788,1784253020.8272114,0.359426,0.284134,0.481562,-0.001093,0.000182,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4046030,3986664,0,0,0,0,1
formal,7,56,1,-3.4935011431501337,0.1,False,0.5,1784253018.823642,1784253022.331319,1784253025.352126,1784253023.8417225,0.358583,0.354223,0.600003,0.000313,-0.002729,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4987670,4928135,0,0,0,0,1
formal,7,57,2,-3.4935011431501337,0.06,False,0.5,1784253018.823642,1784253025.3529742,1784253028.359162,1784253026.8560681,0.357688,0.213631,0.362978,-0.000642,0.000117,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3015976,3033337,0,0,0,0,1
formal,8,58,0,-3.362947666949035,0.1,True,0.5,1784253029.800822,1784253030.3008242,1784253033.305279,1784253031.8030515,0.406428,0.3691,0.62497,0.001782,-0.005172,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5175931,5103269,0,0,0,0,1
formal,8,59,1,-3.362947666949035,0.06,False,0.5,1784253029.800822,1784253033.305856,1784253036.314048,1784253034.809952,0.405476,0.224114,0.380547,0.000803,-0.002467,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3197038,3186028,0,0,0,0,1
formal,8,60,2,-3.362947666949035,0.08,False,0.5,1784253029.800822,1784253036.314576,1784253039.3260229,1784253037.8202994,0.404467,0.296544,0.502824,0.001505,-0.003831,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4208291,4136984,0,0,0,0,1
formal,9,61,0,-3.232394190747936,0.06,True,0.5,1784253040.7591949,1784253041.259197,1784253044.268553,1784253042.763875,0.455209,0.230387,0.390562,0.002042,-0.004445,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3327880,3207370,0,0,0,0,1
formal,9,62,1,-3.232394190747936,0.08,False,0.5,1784253040.7591949,1784253044.269237,1784253047.287431,1784253045.7783341,0.454105,0.306267,0.519167,0.002667,-0.006178,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4357595,4243775,0,0,0,0,1
formal,9,63,2,-3.232394190747936,0.1,False,0.5,1784253040.7591949,1784253047.2879832,1784253050.312168,1784253048.8000755,0.453496,0.382427,0.64819,0.002369,-0.006065,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5392053,5309059,0,0,0,0,1
formal,10,64,0,-3.1018407145468374,0.08,True,0.5,1784253051.7517068,1784253052.25171,1784253055.2573178,1784253053.7545137,0.488543,0.307693,0.519661,-0.00284,0.005087,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,3821269,375,0,377,0,1
formal,10,65,1,-3.1018407145468374,0.1,False,0.5,1784253051.7517068,1784253055.2578769,1784253058.267113,1784253056.762495,0.505142,0.393461,0.66607,0.001507,-0.005228,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5581499,5450488,0,0,0,0,1
formal,10,66,2,-3.1018407145468374,0.06,False,0.5,1784253051.7517068,1784253058.267617,1784253061.270529,1784253059.769073,0.504191,0.234152,0.397146,0.001632,-0.003966,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3388347,3280540,0,0,0,0,1
formal,11,67,0,-2.971287238345739,0.1,True,0.5,1784253062.707406,1784253063.207409,1784253066.2150872,1784253064.711248,0.540542,0.387608,0.654787,-0.010498,0.018687,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,5172120,648,0,648,0,1
formal,11,68,1,-2.971287238345739,0.06,False,0.5,1784253062.707406,1784253066.215712,1784253069.2305589,1784253067.7231355,0.55732,0.239732,0.406692,-0.000537,-0.000542,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3472611,3438736,0,0,0,0,1
formal,11,69,2,-2.971287238345739,0.08,False,0.5,1784253062.707406,1784253069.2310982,1784253072.2265532,1784253070.7288256,0.557001,0.321641,0.545258,-0.000321,-0.001335,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4547549,4546364,0,0,0,0,1
formal,12,70,0,-2.84073376214464,0.06,True,0.5,1784253073.6602361,1784253074.160238,1784253077.1681752,1784253075.6642065,0.593838,0.241342,0.40821,-0.004351,0.008205,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,2921211,268,0,270,0,1
formal,12,71,1,-2.84073376214464,0.08,False,0.5,1784253073.6602361,1784253077.1689348,1784253080.179042,1784253078.6739883,0.611355,0.327169,0.554232,-0.002447,0.002146,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4631813,4599463,0,0,0,0,1
formal,12,72,2,-2.84073376214464,0.1,False,0.5,1784253073.6602361,1784253080.179692,1784253083.189729,1784253081.6847105,0.610902,0.409905,0.69428,-0.001647,0.000282,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5774841,5739018,0,0,0,0,1
formal,13,73,0,-2.710180285943541,0.08,True,0.5,1784253084.616789,1784253085.116792,1784253088.1097128,1784253086.6132524,0.667773,0.332963,0.564153,-0.002211,0.002157,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4693635,4717771,0,0,0,0,1
formal,13,74,1,-2.710180285943541,0.1,False,0.5,1784253084.616789,1784253088.11026,1784253091.110938,1784253089.610599,0.667351,0.415874,0.704446,-0.001694,0.000795,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5863593,5859867,0,0,0,0,1
formal,13,75,2,-2.710180285943541,0.06,False,0.5,1784253084.616789,1784253091.111451,1784253094.120695,1784253092.6160731,0.66685,0.25073,0.425775,-0.001945,0.002307,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3548745,3581011,0,0,0,0,1
formal,14,76,0,-2.5796268097424426,0.1,True,0.5,1784253095.5562701,1784253096.056273,1784253099.078065,1784253097.567169,0.724122,0.418727,0.709064,-0.001071,-0.000388,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5813119,5856395,0,0,0,0,1
formal,14,77,1,-2.5796268097424426,0.06,False,0.5,1784253095.5562701,1784253099.0785332,1784253102.072126,1784253100.5753295,0.723596,0.254546,0.432198,-0.000733,0.000225,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3615309,3630977,0,0,0,0,1
formal,14,78,2,-2.5796268097424426,0.08,False,0.5,1784253095.5562701,1784253102.072649,1784253105.0775301,1784253103.5750895,0.723071,0.337123,0.571913,-0.000228,-0.000846,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4749698,4718195,0,0,0,0,1
formal,15,79,0,-2.449073333541344,0.06,True,0.5,1784253106.5158248,1784253107.015827,1784253110.019828,1784253108.5178275,0.780978,0.252206,0.428016,0.001478,-0.003425,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3601421,3588379,0,0,0,0,1
formal,15,80,1,-2.449073333541344,0.08,False,0.5,1784253106.5158248,1784253110.0204968,1784253113.0212579,1784253111.5208774,0.780182,0.335648,0.568896,0.001455,-0.004131,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4757405,4693212,0,0,0,0,1
formal,15,81,2,-2.449073333541344,0.1,False,0.5,1784253106.5158248,1784253113.0217888,1784253116.0385401,1784253114.5301645,0.780484,0.419642,0.71102,0.000693,-0.003118,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5933291,5853431,0,0,0,0,1
formal,16,82,0,-2.3185198573402452,0.08,True,0.5,1784253117.480976,1784253117.980978,1784253120.989176,1784253119.485077,0.82074,0.323917,0.548019,-0.00612,0.011465,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,4215574,463,0,464,0,1
formal,16,83,1,-2.3185198573402452,0.1,False,0.5,1784253117.480976,1784253120.989815,1784253124.003036,1784253122.4964256,0.837619,0.418553,0.709224,-0.000422,-0.001455,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5902465,5832682,0,0,0,0,1
formal,16,84,2,-2.3185198573402452,0.06,False,0.5,1784253117.480976,1784253124.003552,1784253127.013376,1784253125.5084639,0.836962,0.249172,0.423314,0.000855,-0.002764,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3578809,3527234,0,0,0,0,1
formal,17,85,0,-2.1879663811391463,0.1,True,0.5,1784253128.451773,1784253128.951776,1784253131.955348,1784253130.453562,0.89421,0.413791,0.700705,-0.002051,0.001284,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5781362,5806090,0,0,0,0,1
formal,17,86,1,-2.1879663811391463,0.06,False,0.5,1784253128.451773,1784253131.95607,1784253134.956429,1784253133.4562495,0.893988,0.245561,0.416957,-0.001109,0.000453,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3520121,3472018,0,0,0,0,1
formal,17,87,2,-2.1879663811391463,0.08,False,0.5,1784253128.451773,1784253134.9570072,1784253137.9592,1784253136.4581037,0.893745,0.329392,0.559055,-0.001651,0.000756,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4630797,4687538,0,0,0,0,1
formal,18,88,0,-2.057412904938048,0.06,True,0.5,1784253139.388761,1784253139.888764,1784253142.892749,1784253141.3907566,0.934727,0.241003,0.408329,-0.004927,0.009447,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,3140975,254,0,255,0,1
formal,18,89,1,-2.057412904938048,0.08,False,0.5,1784253139.388761,1784253142.893306,1784253145.906154,1784253144.39973,0.949786,0.325645,0.552334,-0.003288,0.004047,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4675936,4684658,0,0,0,0,1
formal,18,90,2,-2.057412904938048,0.1,False,0.5,1784253139.388761,1784253145.9067159,1784253148.91712,1784253147.411918,0.949845,0.408407,0.692543,-0.003569,0.003965,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5751721,5778482,0,0,0,0,1
formal,19,91,0,-1.9268594287369494,0.08,True,0.5,1784253150.355551,1784253150.855554,1784253153.8645601,1784253152.360057,1.00667,0.319964,0.542846,-0.0043,0.005741,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4487675,4548820,0,0,0,0,1
formal,19,92,1,-1.9268594287369494,0.1,False,0.5,1784253150.355551,1784253153.865112,1784253156.872538,1784253155.368825,1.006847,0.399359,0.677324,-0.004603,0.005709,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5557532,5655093,0,0,0,0,1
formal,19,93,2,-1.9268594287369494,0.06,False,0.5,1784253150.355551,1784253156.873069,1784253159.876029,1784253158.374549,1.006909,0.240321,0.408744,-0.003096,0.004125,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3340414,3468123,0,0,0,0,1
formal,20,94,0,-1.7963059525358505,0.1,True,0.5,1784253161.310566,1784253161.8105679,1784253164.810993,1784253163.3107805,1.046016,0.378294,0.640619,-0.009412,0.017,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-8388608,5155098,450,0,452,0,1
formal,20,95,1,-1.7963059525358505,0.06,False,0.5,1784253161.310566,1784253164.811508,1784253167.8276439,1784253166.3195758,1.061175,0.235938,0.400866,-0.001137,0.000919,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3339567,3330082,0,0,0,0,1
formal,20,96,2,-1.7963059525358505,0.08,False,0.5,1784253161.310566,1784253167.830155,1784253170.8352158,1784253169.3326855,1.059532,0.311955,0.530035,-0.001774,0.001976,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4367419,4468451,0,0,0,0,1
formal,21,97,0,-1.6657524763347515,0.06,True,0.5,1784253172.271101,1784253172.771104,1784253175.782279,1784253174.2766914,1.113168,0.226512,0.385085,0.000103,-0.001081,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3250052,3184165,0,0,0,0,1
