repeat_sequence_index,point_ordinal,grid_index,block_index,condition,condition_ordinal,repeat_index,bias,approach_bias,restart_gen,restart_acq,t_restart_start_unix,t_restart_end_unix,t_discard_start_unix,t_discard_end_unix,t_dmm_pre1_start_unix,t_dmm_pre1_end_unix,dc_dmm_pre1,t_dmm_pre2_start_unix,t_dmm_pre2_end_unix,dc_dmm_pre2,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post1_start_unix,t_dmm_post1_end_unix,dc_dmm_post1,t_dmm_post2_start_unix,t_dmm_post2_end_unix,dc_dmm_post2,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
10,0,40,0,none,0,10,0.8147635714861234,0.6842100952850247,0,0,1784287430.17255,1784287430.17255,1784287430.9108028,1784287431.794353,1784287431.7950091,1784287432.001786,1.59952229,1784287432.001791,1784287432.212288,1.59818168,1784287432.2122939,1784287434.30228,1784287433.2540712,1784287434.3042061,1784287434.510549,1.55930382,1784287434.5105531,1784287434.718865,1.60488476,1.2,0.1874335,0.321954,-0.0024235,0.003606,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2848803,2839233,0,0,0,0,2
11,0,40,0,none,0,11,0.8147635714861234,0.6842100952850247,0,0,1784287434.7210839,1784287434.7210839,1784287435.4552162,1784287436.3368099,1784287436.337292,1784287436.542881,1.61292845,1784287436.5428858,1784287436.752384,1.58477552,1784287436.75239,1784287438.828852,1784287437.7945552,1784287438.829094,1784287439.039273,1.59952229,1784287439.039277,1784287439.2488132,1.57270998,1.2,0.18725,0.321642,-0.002386,0.003645,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2797228,2859473,0,0,0,0,2
12,0,40,1,gen,1,0,0.8147635714861234,0.6842100952850247,1,0,1784287444.807392,1784287447.0066361,1784287447.7474618,1784287448.628505,1784287448.629031,1784287448.841385,1.59013798,1784287448.841388,1784287449.0516648,1.60220353,1784287449.051672,1784287451.1372921,1784287450.0950763,1784287451.137826,1784287451.3491268,1.59684106,1784287451.349131,1784287451.558916,1.60354414,1.2,0.18674200000000002,0.320827,-0.002384,0.003617,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2789522,2822126,0,0,0,0,2
13,0,40,1,gen,1,1,0.8147635714861234,0.6842100952850247,1,0,1784287451.561557,1784287453.753878,1784287454.487683,1784287455.371176,1784287455.371722,1784287455.5798368,1.6089066,1784287455.579842,1784287455.786334,1.58209429,1784287455.7863371,1784287457.8635688,1784287456.828077,1784287457.8638039,1784287458.074003,1.6089066,1784287458.074007,1784287458.28252,1.58879737,1.2,0.1863515,0.32019600000000004,-0.0024095,0.003633,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2770467,2828139,0,0,0,0,2
14,0,40,1,gen,1,2,0.8147635714861234,0.6842100952850247,1,0,1784287458.2852879,1784287460.493542,1784287461.2311502,1784287462.109546,1784287462.1100469,1784287462.3213298,1.59281921,1784287462.3213382,1784287462.529553,1.58477552,1784287462.529566,1784287464.598485,1784287463.5669498,1784287464.599073,1784287464.808019,1.61158784,1784287464.8080251,1784287465.018219,1.59550045,1.2,0.18622850000000002,0.319992,-0.002441,0.003659,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2778173,2824582,0,0,0,0,2
15,0,40,1,gen,1,3,0.8147635714861234,0.6842100952850247,1,0,1784287465.021715,1784287467.223299,1784287467.959095,1784287468.842643,1784287468.84284,1784287469.053451,1.60220353,1784287469.0534558,1784287469.2590451,1.59281921,1784287469.259052,1784287471.3436,1784287470.2999015,1784287471.347487,1784287471.5545988,1.58611614,1784287471.554603,1784287471.7646239,1.61292845,1.2,0.18598399999999998,0.3196295,-0.0024265,0.0036604999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2746246,2881662,0,0,0,0,2
16,0,40,1,gen,1,4,0.8147635714861234,0.6842100952850247,1,0,1784287471.765287,1784287473.971594,1784287474.708724,1784287475.5990772,1784287475.5996149,1784287475.805335,1.60756599,1784287475.8053398,1784287476.0159402,1.61829092,1784287476.015948,1784287478.097595,1784287477.0572686,1784287478.0987442,1784287478.307852,1.59281921,1784287478.307858,1784287478.516694,1.58745675,1.2,0.185844,0.319431,-0.002425,0.003668,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2729647,2851936,0,0,0,0,2
17,0,40,1,gen,1,5,0.8147635714861234,0.6842100952850247,1,0,1784287478.5191948,1784287480.737545,1784287481.4765692,1784287482.36341,1784287482.364017,1784287482.573514,1.5834349,1784287482.5735161,1784287482.782224,1.59281921,1784287482.782227,1784287484.8649411,1784287483.8249402,1784287484.8651898,1784287485.075377,1.59281921,1784287485.075381,1784287485.2825642,1.59684106,1.2,0.185538,0.318871,-0.002432,0.0036735,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2742689,2868112,0,0,0,0,2
18,0,40,1,gen,1,6,0.8147635714861234,0.6842100952850247,1,0,1784287485.284907,1784287487.5011709,1784287488.227403,1784287489.111305,1784287489.11395,1784287489.3238049,1.57539121,1784287489.32381,1784287489.533355,1.58477552,1784287489.533362,1784287491.616446,1784287490.575609,1784287491.6170502,1784287491.825115,1.56734751,1784287491.825119,1784287492.031093,1.58879737,1.2,0.18535,0.31848350000000003,-0.0024205,0.00368,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2761321,2814420,0,0,0,0,2
19,0,40,1,gen,1,7,0.8147635714861234,0.6842100952850247,1,0,1784287492.03194,1784287494.229033,1784287494.96863,1784287495.8587189,1784287495.858905,1784287496.065396,1.58611614,1784287496.065401,1784287496.27438,1.59550045,1784287496.274387,1784287498.3558452,1784287497.3157809,1784287498.356359,1784287498.567648,1.62365338,1784287498.567652,1784287498.7709792,1.59684106,1.2,0.185057,0.31811049999999996,-0.0024265,0.0036950000000000004,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2809338,2816283,0,0,0,0,2
20,0,40,1,gen,1,8,0.8147635714861234,0.6842100952850247,1,0,1784287498.771658,1784287500.9655051,1784287501.710412,1784287502.594475,1784287502.59505,1784287502.8056052,1.57539121,1784287502.805609,1784287503.015807,1.59281921,1784287503.015813,1784287505.082071,1784287504.0493577,1784287505.0834959,1784287505.291475,1.60086291,1784287505.29148,1784287505.4993112,1.59684106,1.2,0.184916,0.3178705,-0.002419,0.003676,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2736168,2843806,0,0,0,0,2
21,0,40,1,gen,1,9,0.8147635714861234,0.6842100952850247,1,0,1784287505.502452,1784287507.6996899,1784287508.436796,1784287509.326737,1784287509.327271,1784287509.538475,1.61024722,1784287509.53848,1784287509.748097,1.5834349,1784287509.748105,1784287511.841682,1784287510.7931592,1784287511.841911,1784287512.052135,1.58745675,1784287512.052139,1784287512.2554429,1.58611614,1.2,0.1848495,0.3178175,-0.002456,0.0036695,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2701616,2836184,0,0,0,0,2
22,0,40,1,gen,1,10,0.8147635714861234,0.6842100952850247,1,0,1784287512.257447,1784287514.452096,1784287515.18568,1784287516.0731032,1784287516.0733418,1784287516.2835252,1.59684106,1784287516.283529,1784287516.491198,1.62231276,1784287516.491206,1784287518.575211,1784287517.5312276,1784287518.575423,1784287518.7801468,1.58209429,1784287518.78015,1784287518.9908428,1.61024722,1.2,0.184527,0.31721350000000004,-0.0024625000000000003,0.0036585000000000003,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2791893,2883863,0,0,0,0,2
23,0,40,1,gen,1,11,0.8147635714861234,0.6842100952850247,1,0,1784287518.992575,1784287521.1915321,1784287521.919565,1784287522.807081,1784287522.807713,1784287523.014845,1.58209429,1784287523.0148501,1784287523.2249322,1.58611614,1784287523.224939,1784287525.298508,1784287524.2639403,1784287525.299131,1784287525.50777,1.58611614,1784287525.507772,1784287525.7150662,1.59415983,1.2,0.18435600000000002,0.317027,-0.0024365,0.0036899999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2759288,2871923,0,0,0,0,2
24,0,40,2,acq,2,0,0.8147635714861234,0.6842100952850247,0,1,1784287531.266667,1784287534.6130712,1784287535.340536,1784287536.2213702,1784287536.224881,1784287536.433388,1.57941306,1784287536.4333901,1784287536.635375,1.60622537,1784287536.635381,1784287538.716776,1784287537.6747062,1784287538.7174048,1784287538.924441,1.5834349,1784287538.9244459,1784287539.130626,1.57673182,1.2,0.184068,0.31662999999999997,-0.0024595,0.0036825,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2742605,2742351,0,0,0,0,2
25,0,40,2,acq,2,1,0.8147635714861234,0.6842100952850247,0,1,1784287539.13216,1784287542.4696572,1784287543.211175,1784287544.09184,1784287544.094466,1784287544.3037891,1.57136936,1784287544.303793,1784287544.5107589,1.60622537,1784287544.5107672,1784287546.585425,1784287545.5460489,1784287546.5859158,1784287546.795443,1.58075367,1784287546.795448,1784287547.007068,1.59550045,1.2,0.183904,0.316237,-0.0024475,0.003706,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2690098,2842367,0,0,0,0,2
26,0,40,2,acq,2,2,0.8147635714861234,0.6842100952850247,0,1,1784287547.010628,1784287550.354037,1784287551.094466,1784287551.982851,1784287551.984899,1784287552.19185,1.59684106,1784287552.191854,1784287552.401958,1.59281921,1784287552.4019651,1784287554.477428,1784287553.4403443,1784287554.478388,1784287554.6885881,1.61963153,1784287554.6885939,1784287554.900654,1.59013798,1.2,0.1838165,0.31608800000000004,-0.0024255,0.0037105,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2790877,2841181,0,0,0,0,2
27,0,40,2,acq,2,3,0.8147635714861234,0.6842100952850247,0,1,1784287554.903048,1784287558.239048,1784287558.9795609,1784287559.865054,1784287559.865281,1784287560.075488,1.56466628,1784287560.07551,1784287560.284527,1.60086291,1784287560.284534,1784287562.358625,1784287561.3209286,1784287562.359169,1784287562.565823,1.59550045,1784287562.5658271,1784287562.775279,1.58745675,1.2,0.1836225,0.3158305,-0.0024584999999999997,0.0036940000000000002,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2708984,2766487,0,0,0,0,2
28,0,40,2,acq,2,4,0.8147635714861234,0.6842100952850247,0,1,1784287562.779048,1784287566.115341,1784287566.851222,1784287567.7342432,1784287567.734817,1784287567.9417868,1.6169503,1784287567.941791,1784287568.147415,1.60220353,1784287568.147421,1784287570.234268,1784287569.1910791,1784287570.2348669,1784287570.4398348,1.58879737,1784287570.439839,1784287570.649329,1.59550045,1.2,0.1834395,0.31549,-0.0024145,0.0036785,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2690437,2810016,0,0,0,0,2
29,0,40,2,acq,2,5,0.8147635714861234,0.6842100952850247,0,1,1784287570.650563,1784287573.986342,1784287574.730421,1784287575.618484,1784287575.619137,1784287575.8238752,1.63571892,1784287575.823879,1784287576.0349498,1.60220353,1784287576.0349572,1784287578.105366,1784287577.0677924,1784287578.1060789,1784287578.31618,1.57405059,1784287578.316185,1784287578.523767,1.57941306,1.2,0.1832955,0.31531699999999996,-0.0024525,0.003689,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2715081,2811117,0,0,0,0,2
30,0,40,2,acq,2,6,0.8147635714861234,0.6842100952850247,0,1,1784287578.525624,1784287581.851865,1784287582.573847,1784287583.4591959,1784287583.462253,1784287583.667592,1.62365338,1784287583.667597,1784287583.871288,1.57673182,1784287583.871294,1784287585.960513,1784287584.9171982,1784287585.9607182,1784287586.1728342,1.57941306,1784287586.172839,1784287586.38219,1.60756599,1.2,0.1829965,0.314844,-0.0024825,0.0036945,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2794687,2912911,0,0,0,0,2
31,0,40,2,acq,2,7,0.8147635714861234,0.6842100952850247,0,1,1784287586.383714,1784287589.7108202,1784287590.4460852,1784287591.317162,1784287591.317952,1784287591.525554,1.59952229,1784287591.525558,1784287591.7343261,1.57136936,1784287591.7343318,1784287593.823405,1784287592.778192,1784287593.823654,1784287594.034365,1.60354414,1784287594.034369,1784287594.241523,1.62231276,1.2,0.182914,0.31471499999999997,-0.002476,0.0037075,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2705766,2753953,0,0,0,0,2
32,0,40,2,acq,2,8,0.8147635714861234,0.6842100952850247,0,1,1784287594.243184,1784287597.559832,1784287598.29274,1784287599.173771,1784287599.174447,1784287599.38463,1.59281921,1784287599.384634,1784287599.58991,1.55260074,1784287599.589916,1784287601.6690319,1784287600.629901,1784287601.669267,1784287601.879455,1.56466628,1784287601.87946,1784287602.0911942,1.61158784,1.2,0.1826925,0.314405,-0.002445,0.003701,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2742859,2778173,0,0,0,0,2
33,0,40,2,acq,2,9,0.8147635714861234,0.6842100952850247,0,1,1784287602.09237,1784287605.445921,1784287606.1635551,1784287607.0494149,1784287607.049933,1784287607.259857,1.59013798,1784287607.259862,1784287607.464467,1.62097215,1784287607.464473,1784287609.543603,1784287608.502027,1784287609.546064,1784287609.7582238,1.57807244,1784287609.758228,1784287609.968318,1.59952229,1.2,0.18267899999999998,0.3142765,-0.0024375,0.0037145,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2841858,2925022,0,0,0,0,2
34,0,40,2,acq,2,10,0.8147635714861234,0.6842100952850247,0,1,1784287609.970509,1784287613.312713,1784287614.042869,1784287614.925459,1784287614.926069,1784287615.134094,1.60756599,1784287615.134099,1784287615.34253,1.5834349,1784287615.3425379,1784287617.429473,1784287616.3848758,1784287617.432079,1784287617.642439,1.57941306,1784287617.6424441,1784287617.850639,1.61158784,1.2,0.1826035,0.31416350000000004,-0.002474,0.0037375,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2724820,2813573,0,0,0,0,2
35,0,40,2,acq,2,11,0.8147635714861234,0.6842100952850247,0,1,1784287617.853278,1784287621.21138,1784287621.9554791,1784287622.8334038,1784287622.833899,1784287623.043402,1.59684106,1784287623.043406,1784287623.253558,1.59013798,1784287623.253566,1784287625.340768,1784287624.3002884,1784287625.342054,1784287625.548052,1.59281921,1784287625.548057,1784287625.759298,1.61292845,1.2,0.1823905,0.313941,-0.0024515,0.003704,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2691623,2785203,0,0,0,0,2
36,0,40,3,both,3,0,0.8147635714861234,0.6842100952850247,1,1,1784287631.2939541,1784287636.833003,1784287637.5712042,1784287638.451591,1784287638.452184,1784287638.6624682,1.61963153,1784287638.662472,1784287638.869768,1.59684106,1784287638.869771,1784287640.952575,1784287639.9122896,1784287640.953204,1784287641.162396,1.56332567,1784287641.1624,1784287641.372604,1.59952229,1.2,0.1820965,0.3134175,-0.002489,0.0037289999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2740064,2762676,0,0,0,0,2
37,0,40,3,both,3,1,0.8147635714861234,0.6842100952850247,1,1,1784287641.3749042,1784287646.931575,1784287647.671223,1784287648.549879,1784287648.550084,1784287648.761539,1.61829092,1784287648.7615411,1784287648.963722,1.59818168,1784287648.963729,1784287651.0485919,1784287650.0074053,1784287651.049161,1784287651.252519,1.57405059,1784287651.252525,1784287651.460054,1.62097215,1.2,0.181942,0.31310950000000004,-0.0024809999999999997,0.0037585,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2746924,2729309,0,0,0,0,2
38,0,40,3,both,3,2,0.8147635714861234,0.6842100952850247,1,1,1784287651.4616818,1784287656.9972851,1784287657.7427351,1784287658.6234791,1784287658.624131,1784287658.833073,1.57673182,1784287658.833076,1784287659.0432441,1.60488476,1784287659.043251,1784287661.107189,1784287660.072428,1784287661.107672,1784287661.316917,1.57136936,1784287661.31692,1784287661.528369,1.58477552,1.2,0.18171199999999998,0.312751,-0.00248,0.0037215,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2688151,2787828,0,0,0,0,2
39,0,40,3,both,3,3,0.8147635714861234,0.6842100952850247,1,1,1784287661.530365,1784287667.08012,1784287667.816438,1784287668.6998148,1784287668.7005281,1784287668.912796,1.58611614,1784287668.9128,1784287669.119605,1.5834349,1784287669.1196108,1784287671.192498,1784287670.1553547,1784287671.192966,1784287671.4019358,1.60622537,1784287671.4019399,1784287671.6091561,1.60354414,1.2,0.1816125,0.312596,-0.0024879999999999998,0.0037465,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2721348,2754292,0,0,0,0,2
40,0,40,3,both,3,4,0.8147635714861234,0.6842100952850247,1,1,1784287671.612221,1784287677.153023,1784287677.892025,1784287678.775648,1784287678.776103,1784287678.987332,1.5914786,1784287678.987338,1784287679.1920798,1.59281921,1784287679.192086,1784287681.2736661,1784287680.2356682,1784287681.273914,1784287681.484092,1.57807244,1784287681.484097,1784287681.6966028,1.61292845,1.2,0.1816005,0.312666,-0.0024875,0.0037415,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2764031,2806713,0,0,0,0,2
41,0,40,3,both,3,5,0.8147635714861234,0.6842100952850247,1,1,1784287681.698443,1784287687.240627,1784287687.9751282,1784287688.845817,1784287688.846032,1784287689.056222,1.59281921,1784287689.056227,1784287689.26387,1.58477552,1784287689.2638772,1784287691.349853,1784287690.3066206,1784287691.350347,1784287691.551693,1.58477552,1784287691.5516968,1784287691.761046,1.61292845,1.2,0.1813605,0.3122115,-0.0024885000000000003,0.0037714999999999997,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2660458,2789776,0,0,0,0,2
42,0,40,3,both,3,6,0.8147635714861234,0.6842100952850247,1,1,1784287691.761686,1784287697.305467,1784287698.047509,1784287698.9311821,1784287698.932687,1784287699.144546,1.61829092,1784287699.1445508,1784287699.352603,1.60488476,1784287699.352609,1784287701.438914,1784287700.3967466,1784287701.439399,1784287701.647201,1.59415983,1784287701.647205,1784287701.851779,1.57673182,1.2,0.181257,0.312087,-0.0024695,0.0037205,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2637423,2760643,0,0,0,0,2
43,0,40,3,both,3,7,0.8147635714861234,0.6842100952850247,1,1,1784287701.855155,1784287707.373961,1784287708.113895,1784287708.99499,1784287708.995649,1784287709.203796,1.59952229,1784287709.2038,1784287709.413918,1.59013798,1784287709.413921,1784287711.488032,1784287710.448957,1784287711.488595,1784287711.698561,1.57807244,1784287711.698567,1784287711.9073029,1.58745675,1.2,0.1811805,0.31187699999999996,-0.002465,0.00375,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2707036,2764539,0,0,0,0,2
44,0,40,3,both,3,8,0.8147635714861234,0.6842100952850247,1,1,1784287711.908898,1784287717.447465,1784287718.184333,1784287719.063622,1784287719.0648751,1784287719.274177,1.60488476,1784287719.2741811,1784287719.481981,1.5914786,1784287719.4819891,1784287721.5632372,1784287720.5268564,1784287721.563736,1784287721.77207,1.58879737,1784287721.772074,1784287721.978624,1.58611614,1.2,0.18096,0.31160699999999997,-0.0024635,0.0037755,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2691199,2722957,0,0,0,0,2
45,0,40,3,both,3,9,0.8147635714861234,0.6842100952850247,1,1,1784287721.980117,1784287727.51513,1784287728.249789,1784287729.129063,1784287729.132822,1784287729.336779,1.60488476,1784287729.3367832,1784287729.546705,1.60488476,1784287729.546711,1784287731.6357188,1784287730.5905643,1784287731.63633,1784287731.8407738,1.60354414,1784287731.8407779,1784287732.061106,1.58611614,1.2,0.180889,0.31145100000000003,-0.002477,0.003765,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2709153,2767672,0,0,0,0,2
46,0,40,3,both,3,10,0.8147635714861234,0.6842100952850247,1,1,1784287732.0626152,1784287737.5834482,1784287738.3092842,1784287739.182127,1784287739.182703,1784287739.392694,1.59818168,1784287739.3926988,1784287739.600144,1.59415983,1784287739.600151,1784287741.6792908,1784287740.6370802,1784287741.679529,1784287741.891382,1.6089066,1784287741.8913999,1784287742.100735,1.59684106,1.2,0.1807,0.31109600000000004,-0.0024590000000000002,0.0037819999999999998,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2698313,2739471,0,0,0,0,2
47,0,40,3,both,3,11,0.8147635714861234,0.6842100952850247,1,1,1784287742.102914,1784287747.652641,1784287748.3971682,1784287749.2746391,1784287749.2756119,1784287749.484839,1.61292845,1784287749.484843,1784287749.693759,1.58745675,1784287749.693761,1784287751.7681909,1784287750.730576,1784287751.768424,1784287751.978606,1.58209429,1784287751.97861,1784287752.18838,1.56868813,1.2,0.18067450000000002,0.3111205,-0.0024645,0.003788,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2721517,2724820,0,0,0,0,2
