window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
24,12,0,0,40,1,gen,0.8147635714861234,1784287449.051672,1784287450.094672,1784287449.573172,1.2,0.18679,0.320881,-0.002388,0.0036,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2789522,2822126,0,0,0,0,1
25,12,1,0,40,1,gen,0.8147635714861234,1784287450.096669,1784287451.1372921,1784287450.6169806,1.2,0.186694,0.320773,-0.00238,0.003634,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2706951,2813488,0,0,0,0,1
26,13,0,0,40,1,gen,0.8147635714861234,1784287455.7863371,1784287456.8310888,1784287456.308713,1.2,0.186298,0.320157,-0.002407,0.003635,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2770467,2827716,0,0,0,0,1
27,13,1,0,40,1,gen,0.8147635714861234,1784287456.8313138,1784287457.8635688,1784287457.3474412,1.2,0.186405,0.320235,-0.002412,0.003631,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2739979,2828139,0,0,0,0,1
28,14,0,0,40,1,gen,0.8147635714861234,1784287462.529566,1784287463.56975,1784287463.049658,1.2,0.186202,0.319984,-0.002425,0.003704,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2778173,2824582,0,0,0,0,1
29,14,1,0,40,1,gen,0.8147635714861234,1784287463.569998,1784287464.598485,1784287464.0842414,1.2,0.186255,0.32,-0.002457,0.003614,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2730156,2790538,0,0,0,0,1
30,15,0,0,40,1,gen,0.8147635714861234,1784287469.259052,1784287470.298384,1784287469.778718,1.2,0.185997,0.319632,-0.002437,0.003642,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2746246,2799430,0,0,0,0,1
31,15,1,0,40,1,gen,0.8147635714861234,1784287470.29857,1784287471.3436,1784287470.821085,1.2,0.185971,0.319627,-0.002416,0.003679,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2706528,2881662,0,0,0,0,1
32,16,0,0,40,1,gen,0.8147635714861234,1784287476.015948,1784287477.057281,1784287476.5366144,1.2,0.185815,0.31942,-0.002406,0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2729647,2851936,0,0,0,0,1
33,16,1,0,40,1,gen,0.8147635714861234,1784287477.058251,1784287478.097595,1784287477.5779228,1.2,0.185873,0.319442,-0.002444,0.003645,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2712032,2743536,0,0,0,0,1
34,17,0,0,40,1,gen,0.8147635714861234,1784287482.782227,1784287483.8259451,1784287483.3040862,1.2,0.185565,0.318938,-0.002403,0.00367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2742689,2829918,0,0,0,0,1
35,17,1,0,40,1,gen,0.8147635714861234,1784287483.826647,1784287484.8649411,1784287484.3457942,1.2,0.185511,0.318804,-0.002461,0.003677,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2718299,2868112,0,0,0,0,1
36,18,0,0,40,1,gen,0.8147635714861234,1784287489.533362,1784287490.575978,1784287490.0546699,1.2,0.185322,0.318408,-0.002403,0.00366,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2761321,2814420,0,0,0,0,1
37,18,1,0,40,1,gen,0.8147635714861234,1784287490.57665,1784287491.616446,1784287491.096548,1.2,0.185378,0.318559,-0.002438,0.0037,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2713472,2765132,0,0,0,0,1
38,19,0,0,40,1,gen,0.8147635714861234,1784287496.274387,1784287497.316179,1784287496.7952828,1.2,0.185038,0.318137,-0.002434,0.003697,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2809338,2795704,0,0,0,0,1
39,19,1,0,40,1,gen,0.8147635714861234,1784287497.3167129,1784287498.3558452,1784287497.836279,1.2,0.185076,0.318084,-0.002419,0.003693,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2802563,2816283,0,0,0,0,1
40,20,0,0,40,1,gen,0.8147635714861234,1784287503.015813,1784287504.049675,1784287503.532744,1.2,0.184885,0.317821,-0.002425,0.003673,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2736168,2843806,0,0,0,0,1
41,20,1,0,40,1,gen,0.8147635714861234,1784287504.049872,1784287505.082071,1784287504.5659714,1.2,0.184947,0.31792,-0.002413,0.003679,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2704665,2783932,0,0,0,0,1
42,21,0,0,40,1,gen,0.8147635714861234,1784287509.748105,1784287510.791117,1784287510.269611,1.2,0.184937,0.317945,-0.002441,0.003669,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2695010,2724651,0,0,0,0,1
43,21,1,0,40,1,gen,0.8147635714861234,1784287510.791733,1784287511.841682,1784287511.3167076,1.2,0.184762,0.31769,-0.002471,0.00367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2701616,2836184,0,0,0,0,1
44,22,0,0,40,1,gen,0.8147635714861234,1784287516.491206,1784287517.529013,1784287517.0101094,1.2,0.184511,0.317232,-0.002478,0.003656,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2791893,2863793,0,0,0,0,1
45,22,1,0,40,1,gen,0.8147635714861234,1784287517.52948,1784287518.575211,1784287518.0523455,1.2,0.184543,0.317195,-0.002447,0.003661,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2696027,2883863,0,0,0,0,1
46,23,0,0,40,1,gen,0.8147635714861234,1784287523.224939,1784287524.2656782,1784287523.7453086,1.2,0.184396,0.317029,-0.002453,0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2686033,2727700,0,0,0,0,1
47,23,1,0,40,1,gen,0.8147635714861234,1784287524.2666361,1784287525.298508,1784287524.782572,1.2,0.184316,0.317025,-0.00242,0.003689,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2759288,2871923,0,0,0,0,1
48,24,0,0,40,2,acq,0.8147635714861234,1784287536.635381,1784287537.672989,1784287537.1541848,1.2,0.184002,0.316608,-0.002464,0.003684,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2726853,2742351,0,0,0,0,1
49,24,1,0,40,2,acq,0.8147635714861234,1784287537.673679,1784287538.716776,1784287538.1952276,1.2,0.184134,0.316652,-0.002455,0.003681,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2742605,2729478,0,0,0,0,1
50,25,0,0,40,2,acq,0.8147635714861234,1784287544.5107672,1784287545.5436091,1784287545.0271883,1.2,0.183923,0.316325,-0.002449,0.003721,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2688828,2795704,0,0,0,0,1
51,25,1,0,40,2,acq,0.8147635714861234,1784287545.544394,1784287546.585425,1784287546.0649095,1.2,0.183885,0.316149,-0.002446,0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2690098,2842367,0,0,0,0,1
52,26,0,0,40,2,acq,0.8147635714861234,1784287552.4019651,1784287553.4407291,1784287552.9213471,1.2,0.183917,0.31621,-0.002403,0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2781646,2841181,0,0,0,0,1
53,26,1,0,40,2,acq,0.8147635714861234,1784287553.4412549,1784287554.477428,1784287553.9593415,1.2,0.183716,0.315966,-0.002448,0.00373,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2790877,2805866,0,0,0,0,1
54,27,0,0,40,2,acq,0.8147635714861234,1784287560.284534,1784287561.319774,1784287560.802154,1.2,0.183547,0.315847,-0.002471,0.003722,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2708984,2766487,0,0,0,0,1
55,27,1,0,40,2,acq,0.8147635714861234,1784287561.320781,1784287562.358625,1784287561.839703,1.2,0.183698,0.315814,-0.002446,0.003666,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2668249,2727276,0,0,0,0,1
56,28,0,0,40,2,acq,0.8147635714861234,1784287568.147421,1784287569.190973,1784287568.669197,1.2,0.183507,0.315635,-0.002398,0.003653,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2681460,2810016,0,0,0,0,1
57,28,1,0,40,2,acq,0.8147635714861234,1784287569.191654,1784287570.234268,1784287569.712961,1.2,0.183372,0.315345,-0.002431,0.003704,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2690437,2796381,0,0,0,0,1
58,29,0,0,40,2,acq,0.8147635714861234,1784287576.0349572,1784287577.065151,1784287576.550054,1.2,0.183272,0.315262,-0.002462,0.003718,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2715081,2811117,0,0,0,0,1
59,29,1,0,40,2,acq,0.8147635714861234,1784287577.065696,1784287578.105366,1784287577.585531,1.2,0.183319,0.315372,-0.002443,0.00366,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2636661,2719739,0,0,0,0,1
60,30,0,0,40,2,acq,0.8147635714861234,1784287583.871294,1784287584.917771,1784287584.3945327,1.2,0.183055,0.314958,-0.002469,0.003717,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2705088,2759288,0,0,0,0,1
61,30,1,0,40,2,acq,0.8147635714861234,1784287584.919214,1784287585.960513,1784287585.4398637,1.2,0.182938,0.31473,-0.002496,0.003672,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2794687,2912911,0,0,0,0,1
62,31,0,0,40,2,acq,0.8147635714861234,1784287591.7343318,1784287592.777038,1784287592.2556849,1.2,0.182889,0.31462,-0.002464,0.003687,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2694502,2752937,0,0,0,0,1
63,31,1,0,40,2,acq,0.8147635714861234,1784287592.777993,1784287593.823405,1784287593.300699,1.2,0.182939,0.31481,-0.002488,0.003728,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2705766,2753953,0,0,0,0,1
64,32,0,0,40,2,acq,0.8147635714861234,1784287599.589916,1784287600.630063,1784287600.1099896,1.2,0.18271,0.314374,-0.002454,0.003678,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2742859,2778173,0,0,0,0,1
65,32,1,0,40,2,acq,0.8147635714861234,1784287600.630593,1784287601.6690319,1784287601.1498125,1.2,0.182675,0.314436,-0.002436,0.003724,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2735406,2752683,0,0,0,0,1
66,33,0,0,40,2,acq,0.8147635714861234,1784287607.464473,1784287608.4997172,1784287607.9820952,1.2,0.182719,0.314348,-0.002466,0.003753,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2707544,2729902,0,0,0,0,1
67,33,1,0,40,2,acq,0.8147635714861234,1784287608.500315,1784287609.543603,1784287609.0219588,1.2,0.182639,0.314205,-0.002409,0.003676,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2841858,2925022,0,0,0,0,1
68,34,0,0,40,2,acq,0.8147635714861234,1784287615.3425379,1784287616.383445,1784287615.8629913,1.2,0.182653,0.314234,-0.002478,0.003751,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2724820,2722364,0,0,0,0,1
69,34,1,0,40,2,acq,0.8147635714861234,1784287616.384047,1784287617.429473,1784287616.90676,1.2,0.182554,0.314093,-0.00247,0.003724,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2688066,2813573,0,0,0,0,1
70,35,0,0,40,2,acq,0.8147635714861234,1784287623.253566,1784287624.303112,1784287623.778339,1.2,0.182408,0.31397,-0.002458,0.003707,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2633866,2729986,0,0,0,0,1
71,35,1,0,40,2,acq,0.8147635714861234,1784287624.3037078,1784287625.340768,1784287624.822238,1.2,0.182373,0.313912,-0.002445,0.003701,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2691623,2785203,0,0,0,0,1
72,36,0,0,40,3,both,0.8147635714861234,1784287638.869771,1784287639.9130912,1784287639.391431,1.2,0.182138,0.313429,-0.002477,0.003695,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2740064,2762676,0,0,0,0,1
73,36,1,0,40,3,both,0.8147635714861234,1784287639.913721,1784287640.952575,1784287640.433148,1.2,0.182055,0.313406,-0.002501,0.003763,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2650465,2709661,0,0,0,0,1
74,37,0,0,40,3,both,0.8147635714861234,1784287648.963729,1784287650.00835,1784287649.4860394,1.2,0.181967,0.313211,-0.002472,0.003745,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2609052,2729309,0,0,0,0,1
75,37,1,0,40,3,both,0.8147635714861234,1784287650.00895,1784287651.0485919,1784287650.528771,1.2,0.181917,0.313008,-0.00249,0.003772,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2746924,2729309,0,0,0,0,1
76,38,0,0,40,3,both,0.8147635714861234,1784287659.043251,1784287660.0695271,1784287659.556389,1.2,0.181662,0.312692,-0.002478,0.003714,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2688151,2787828,0,0,0,0,1
77,38,1,0,40,3,both,0.8147635714861234,1784287660.0697448,1784287661.107189,1784287660.588467,1.2,0.181762,0.31281,-0.002482,0.003729,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2680190,2765724,0,0,0,0,1
78,39,0,0,40,3,both,0.8147635714861234,1784287669.1196108,1784287670.154337,1784287669.6369739,1.2,0.181672,0.312675,-0.002469,0.003735,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2720671,2730494,0,0,0,0,1
79,39,1,0,40,3,both,0.8147635714861234,1784287670.154973,1784287671.192498,1784287670.6737356,1.2,0.181553,0.312517,-0.002507,0.003758,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2721348,2754292,0,0,0,0,1
80,40,0,0,40,3,both,0.8147635714861234,1784287679.192086,1784287680.238179,1784287679.7151325,1.2,0.181625,0.312676,-0.002507,0.003725,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2764031,2806713,0,0,0,0,1
81,40,1,0,40,3,both,0.8147635714861234,1784287680.238742,1784287681.2736661,1784287680.7562041,1.2,0.181576,0.312656,-0.002468,0.003758,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2655631,2728970,0,0,0,0,1
82,41,0,0,40,3,both,0.8147635714861234,1784287689.2638772,1784287690.306113,1784287689.784995,1.2,0.181426,0.3123,-0.002484,0.003786,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2660458,2789776,0,0,0,0,1
83,41,1,0,40,3,both,0.8147635714861234,1784287690.3066392,1784287691.349853,1784287690.828246,1.2,0.181295,0.312123,-0.002493,0.003757,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2658425,2724312,0,0,0,0,1
84,42,0,0,40,3,both,0.8147635714861234,1784287699.352609,1784287700.397474,1784287699.8750415,1.2,0.181272,0.312121,-0.002473,0.003726,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2629970,2745230,0,0,0,0,1
85,42,1,0,40,3,both,0.8147635714861234,1784287700.397989,1784287701.438914,1784287700.9184515,1.2,0.181242,0.312053,-0.002466,0.003715,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2637423,2760643,0,0,0,0,1
86,43,0,0,40,3,both,0.8147635714861234,1784287709.413921,1784287710.446561,1784287709.930241,1.2,0.181254,0.312023,-0.002485,0.003768,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2653344,2722110,0,0,0,0,1
87,43,1,0,40,3,both,0.8147635714861234,1784287710.447314,1784287711.488032,1784287710.967673,1.2,0.181107,0.311731,-0.002445,0.003732,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2707036,2764539,0,0,0,0,1
88,44,0,0,40,3,both,0.8147635714861234,1784287719.4819891,1784287720.530844,1784287720.0064166,1.2,0.180914,0.311579,-0.00248,0.003781,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2691199,2722957,0,0,0,0,1
89,44,1,0,40,3,both,0.8147635714861234,1784287720.531355,1784287721.5632372,1784287721.047296,1.2,0.181006,0.311635,-0.002447,0.00377,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2661051,2697720,0,0,0,0,1
90,45,0,0,40,3,both,0.8147635714861234,1784287729.546711,1784287730.589642,1784287730.0681765,1.2,0.180911,0.311488,-0.002474,0.00377,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2709153,2754884,0,0,0,0,1
91,45,1,0,40,3,both,0.8147635714861234,1784287730.5901859,1784287731.6357188,1784287731.1129522,1.2,0.180867,0.311414,-0.00248,0.00376,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2632172,2767672,0,0,0,0,1
92,46,0,0,40,3,both,0.8147635714861234,1784287739.600151,1784287740.63419,1784287740.1171706,1.2,0.180751,0.311114,-0.002444,0.003798,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2698313,2739471,0,0,0,0,1
93,46,1,0,40,3,both,0.8147635714861234,1784287740.634689,1784287741.6792908,1784287741.15699,1.2,0.180649,0.311078,-0.002474,0.003766,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2670282,2719146,0,0,0,0,1
94,47,0,0,40,3,both,0.8147635714861234,1784287749.693761,1784287750.72994,1784287750.2118506,1.2,0.180762,0.311259,-0.002455,0.003795,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2721517,2660712,0,0,0,0,1
95,47,1,0,40,3,both,0.8147635714861234,1784287750.730412,1784287751.7681909,1784287751.2493014,1.2,0.180587,0.310982,-0.002474,0.003781,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2663083,2724820,0,0,0,0,1
96,48,0,1,0,4,gen,-4.407375476557824,1784287823.574168,1784287824.608822,1784287824.091495,0.112406,-0.182691,-0.311384,0.004752,-0.007637,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2720586,2580259,0,0,0,0,1
97,48,1,1,0,4,gen,-4.407375476557824,1784287824.609306,1784287825.658994,1784287825.13415,0.112982,-0.183072,-0.311958,0.004725,-0.007611,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2744383,2583308,0,0,0,0,1
98,49,0,1,0,4,gen,-4.407375476557824,1784287830.336954,1784287831.3782332,1784287830.8575935,0.116509,-0.185689,-0.316475,0.004756,-0.007638,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2762930,2633358,0,0,0,0,1
99,49,1,1,0,4,gen,-4.407375476557824,1784287831.378725,1784287832.410099,1784287831.894412,0.116997,-0.185907,-0.316895,0.004758,-0.007628,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2750650,2620062,0,0,0,0,1
100,50,0,1,0,4,gen,-4.407375476557824,1784287837.079065,1784287838.1179671,1784287837.598516,0.120092,-0.188065,-0.320669,0.00478,-0.007634,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2819586,2670705,0,0,0,0,1
101,50,1,1,0,4,gen,-4.407375476557824,1784287838.118168,1784287839.160627,1784287838.6393976,0.120709,-0.188619,-0.321538,0.004742,-0.007624,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2824836,2658256,0,0,0,0,1
102,51,0,1,0,4,gen,-4.407375476557824,1784287843.798677,1784287844.839537,1784287844.319107,0.123626,-0.190646,-0.325051,0.004777,-0.007618,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2853545,2691199,0,0,0,0,1
103,51,1,1,0,4,gen,-4.407375476557824,1784287844.840014,1784287845.877007,1784287845.3585105,0.124129,-0.19102,-0.325723,0.004764,-0.007645,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2842536,2709746,0,0,0,0,1
104,52,0,1,0,4,gen,-4.407375476557824,1784287850.5306509,1784287851.577812,1784287851.0542314,0.126792,-0.192899,-0.328894,0.004738,-0.007651,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2835761,2721687,0,0,0,0,1
105,52,1,1,0,4,gen,-4.407375476557824,1784287851.578294,1784287852.619714,1784287852.099004,0.127257,-0.193137,-0.32939,0.004775,-0.007665,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2841350,2725413,0,0,0,0,1
106,53,0,1,0,4,gen,-4.407375476557824,1784287857.278498,1784287858.317343,1784287857.7979205,0.129769,-0.194819,-0.332255,0.004778,-0.007602,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2880391,2745399,0,0,0,0,1
107,53,1,1,0,4,gen,-4.407375476557824,1784287858.317844,1784287859.358859,1784287858.8383515,0.130123,-0.195067,-0.332661,0.004736,-0.007596,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2892417,2749549,0,0,0,0,1
